Data,Horário,Tensao_Fase_C,Tensao_De_Linha_CA,Corrente_Fase_C,Potencia_Ativa_Fase_C,fator_De_Potencia_Fase_C,Potencia_Reativa_Fase_C,Potencia_Aparente_Fase_C,Frequencia_Fase_C,Intervalos em Hora,C (Wh),C (kWh)
01/08/2025,02:09:00,"221,82","384,20","81,00","15200,58","0,85","9580,93","17968,08","60,10","0,05","36256,10","36,26"
01/08/2025,02:12:00,"221,39","383,46","89,06","16439,21","0,83","10886,33","19716,99","60,13","0,05","37078,06","37,08"
01/08/2025,02:15:00,"221,20","383,14","95,65","17454,02","0,82","11958,03","21157,44","59,96","0,05","37950,76","37,95"
01/08/2025,02:18:00,"223,67","387,41","84,63","16111,53","0,85","9935,15","18928,51","59,89","0,05","38756,34","38,76"
01/08/2025,02:21:00,"221,70","383,99","97,04","18164,06","0,84","11527,65","21513,24","59,98","0,05","39664,54","39,66"
01/08/2025,02:24:00,"221,10","382,95","75,86","14760,62","0,88","7965,15","16772,58","59,96","0,05","40402,57","40,40"
01/08/2025,02:27:00,"221,83","384,22","90,54","17185,91","0,86","10393,80","20084,49","59,98","0,05","41261,87","41,26"
01/08/2025,02:30:00,"222,81","385,92","81,52","16002,51","0,88","8593,32","18163,85","59,99","0,05","42061,99","42,06"
01/08/2025,02:33:00,"222,36","385,15","89,79","16555,73","0,83","11161,88","19966,97","60,18","0,05","42889,78","42,89"
01/08/2025,02:36:00,"222,31","385,05","83,43","15539,40","0,84","10126,98","18548,01","60,12","0,05","43666,75","43,67"
01/08/2025,02:39:00,"223,54","387,18","100,43","18740,03","0,83","12363,15","22450,75","59,87","0,05","44603,75","44,60"
01/08/2025,02:42:00,"222,32","385,07","93,93","17337,75","0,83","11640,72","20883,10","60,09","0,05","45470,64","45,47"
01/08/2025,02:45:00,"222,86","386,00","92,50","17450,47","0,85","10973,35","20613,91","59,98","0,05","46343,16","46,34"
01/08/2025,02:48:00,"221,67","383,94","78,75","15335,04","0,88","8341,56","17456,95","59,86","0,05","47109,91","47,11"
01/08/2025,02:51:00,"221,34","383,38","95,36","18029,81","0,85","10975,32","21107,62","60,03","0,05","48011,40","48,01"
01/08/2025,02:54:00,"220,63","382,14","84,01","16246,07","0,88","8922,19","18534,83","59,93","0,05","48823,71","48,82"
01/08/2025,02:57:00,"222,36","385,13","85,92","15812,80","0,83","10720,21","19104,13","60,01","0,05","49614,35","49,61"
01/08/2025,03:00:00,"220,17","381,34","97,51","17856,05","0,83","11918,19","21468,16","59,97","0,05","50507,15","50,51"
01/08/2025,03:03:00,"220,89","382,59","88,25","16337,82","0,84","10633,41","19493,43","59,96","0,05","51324,04","51,32"
01/08/2025,03:06:00,"222,21","384,88","82,30","15497,79","0,85","9707,00","18286,81","60,08","0,05","52098,93","52,10"
01/08/2025,03:09:00,"223,44","387,01","79,47","15060,22","0,85","9406,21","17756,32","59,97","0,05","52851,94","52,85"
01/08/2025,03:12:00,"222,81","385,91","85,48","16171,81","0,85","10059,02","19044,98","60,05","0,05","53660,53","53,66"
01/08/2025,03:15:00,"222,00","384,52","95,60","17928,81","0,84","11358,21","21223,84","59,95","0,05","54556,97","54,56"
01/08/2025,03:18:00,"224,45","388,76","94,88","18482,75","0,87","10577,91","21295,64","60,08","0,05","55481,11","55,48"
01/08/2025,03:21:00,"219,92","380,90","81,95","15498,51","0,86","9196,25","18021,51","60,00","0,05","56256,04","56,26"
01/08/2025,03:24:00,"223,00","386,25","81,62","15825,55","0,87","8990,11","18200,83","59,96","0,05","57047,31","57,05"
01/08/2025,03:27:00,"223,30","386,76","90,88","17646,50","0,87","10020,89","20293,28","59,94","0,05","57929,64","57,93"
01/08/2025,03:30:00,"222,83","385,96","85,25","15979,52","0,84","10270,93","18995,71","59,87","0,05","58728,61","58,73"
01/08/2025,03:33:00,"222,65","385,64","84,94","16446,36","0,87","9335,29","18911,11","60,08","0,05","59550,93","59,55"
01/08/2025,03:36:00,"223,36","386,86","75,29","14900,72","0,89","7794,92","16816,43","60,17","0,05","60295,97","60,30"
01/08/2025,03:39:00,"223,28","386,73","96,34","18659,98","0,87","10702,48","21511,35","59,81","0,05","61228,97","61,23"
01/08/2025,03:42:00,"221,51","383,66","97,16","18619,13","0,87","10795,70","21522,53","60,04","0,05","62159,92","62,16"
01/08/2025,03:45:00,"221,79","384,14","101,66","19005,78","0,84","12129,83","22546,67","60,09","0,05","63110,21","63,11"
01/08/2025,03:48:00,"221,56","383,75","94,01","18013,85","0,86","10455,90","20828,46","59,96","0,05","64010,90","64,01"
01/08/2025,03:51:00,"221,89","384,32","90,13","17015,98","0,85","10508,73","19999,42","60,08","0,05","64861,70","64,86"
01/08/2025,03:54:00,"221,32","383,33","88,66","16678,20","0,85","10335,77","19621,18","60,09","0,05","65695,61","65,70"
01/08/2025,03:57:00,"221,92","384,38","90,76","16974,50","0,84","10843,85","20142,56","59,84","0,05","66544,34","66,54"
01/08/2025,04:00:00,"221,79","384,16","77,38","14767,97","0,86","8743,44","17162,19","60,01","0,05","67282,74","67,28"
01/08/2025,04:03:00,"222,58","385,52","95,66","18070,32","0,85","11262,40","21292,68","60,06","0,05","68186,25","68,19"
01/08/2025,04:06:00,"222,14","384,76","82,52","15459,90","0,84","9849,19","18330,71","60,08","0,05","68959,25","68,96"
01/08/2025,04:09:00,"222,68","385,69","86,98","16557,66","0,85","10050,00","19369,01","60,07","0,05","69787,13","69,79"
01/08/2025,04:12:00,"220,00","381,05","96,38","17485,17","0,82","11992,50","21202,62","59,98","0,05","70661,39","70,66"
01/08/2025,04:15:00,"222,98","386,21","80,95","15161,93","0,84","9793,43","18049,81","59,96","0,05","71419,49","71,42"
01/08/2025,04:18:00,"220,50","381,92","81,10","14926,23","0,83","9850,07","17883,41","60,02","0,05","72165,80","72,17"
01/08/2025,04:21:00,"221,77","384,11","82,01","15052,72","0,83","10207,52","18187,30","60,15","0,05","72918,43","72,92"
01/08/2025,04:24:00,"221,23","383,17","89,10","16743,48","0,85","10400,09","19710,56","59,98","0,05","73755,61","73,76"
01/08/2025,04:27:00,"224,39","388,66","95,27","17772,78","0,83","11879,83","21377,60","60,14","0,05","74644,25","74,64"
01/08/2025,04:30:00,"221,55","383,74","93,26","17416,64","0,84","11117,93","20662,71","59,87","0,05","75515,08","75,52"
01/08/2025,04:33:00,"220,08","381,19","82,44","16024,76","0,88","8506,35","18142,51","60,04","0,05","76316,32","76,32"
01/08/2025,04:36:00,"224,58","388,98","81,09","16099,91","0,88","8510,82","18211,01","59,99","0,05","77121,31","77,12"
01/08/2025,04:39:00,"223,02","386,28","80,94","15154,11","0,84","9809,37","18051,89","59,97","0,05","77879,02","77,88"
01/08/2025,04:42:00,"221,20","383,12","84,48","15839,79","0,85","9912,37","18685,67","60,02","0,05","78671,01","78,67"
01/08/2025,04:45:00,"222,81","385,92","87,72","16939,66","0,87","9752,00","19546,19","60,19","0,05","79517,99","79,52"
01/08/2025,04:48:00,"224,11","388,18","89,92","16840,79","0,84","11066,61","20151,48","59,84","0,05","80360,03","80,36"
01/08/2025,04:51:00,"221,89","384,33","99,49","18895,59","0,86","11416,97","22076,92","59,95","0,05","81304,81","81,30"
01/08/2025,04:54:00,"224,18","388,29","82,77","15888,30","0,86","9585,19","18555,70","59,84","0,05","82099,22","82,10"
01/08/2025,04:57:00,"222,16","384,79","77,73","14907,20","0,86","8714,20","17267,37","60,00","0,05","82844,58","82,84"
01/08/2025,05:00:00,"221,94","384,41","95,42","17446,85","0,82","12002,72","21176,83","60,00","0,05","83716,93","83,72"
01/08/2025,05:03:00,"222,45","385,30","87,05","16367,14","0,85","10350,84","19365,52","60,05","0,05","84535,28","84,54"
01/08/2025,05:06:00,"225,56","390,68","78,20","15522,28","0,88","8375,56","17637,78","60,21","0,05","85311,40","85,31"
01/08/2025,05:09:00,"224,08","388,11","85,70","16301,08","0,85","10150,23","19202,93","60,06","0,05","86126,45","86,13"
01/08/2025,05:12:00,"223,00","386,24","94,10","17445,10","0,83","11661,71","20983,97","60,04","0,05","86998,71","87,00"
01/08/2025,05:15:00,"222,42","385,24","84,80","15907,18","0,84","10134,92","18861,47","59,93","0,05","87794,07","87,79"
01/08/2025,05:18:00,"222,05","384,61","91,78","17485,03","0,86","10468,61","20379,35","60,06","0,05","88668,32","88,67"
01/08/2025,05:21:00,"221,49","383,63","87,81","16976,74","0,87","9490,31","19449,31","60,12","0,05","89517,15","89,52"
01/08/2025,05:24:00,"223,68","387,42","90,95","17716,97","0,87","9999,89","20344,26","60,00","0,05","90403,00","90,40"
01/08/2025,05:27:00,"222,71","385,75","96,04","18255,92","0,85","11146,86","21389,98","60,09","0,05","91315,80","91,32"
01/08/2025,05:30:00,"222,85","385,99","92,09","17137,95","0,84","11288,22","20521,53","60,00","0,05","92172,70","92,17"
01/08/2025,05:33:00,"222,24","384,92","89,75","16889,54","0,85","10610,22","19945,76","59,90","0,05","93017,17","93,02"
01/08/2025,05:36:00,"222,52","385,42","98,37","18376,87","0,84","11894,16","21890,19","60,00","0,05","93936,02","93,94"
01/08/2025,05:39:00,"222,81","385,91","92,55","17438,87","0,85","11006,52","20621,77","60,10","0,05","94807,96","94,81"
01/08/2025,05:42:00,"221,50","383,66","81,27","14981,97","0,83","9978,92","18001,06","59,82","0,05","95557,06","95,56"
01/08/2025,05:45:00,"221,75","384,07","83,61","15759,94","0,85","9766,87","18540,96","59,83","0,05","96345,06","96,35"
01/08/2025,05:48:00,"221,24","383,20","89,01","16264,76","0,83","11101,00","19691,99","60,13","0,05","97158,29","97,16"
01/08/2025,05:51:00,"221,62","383,86","79,03","15286,64","0,87","8547,32","17513,93","60,07","0,05","97922,63","97,92"
01/08/2025,05:54:00,"218,78","378,94","97,20","17833,12","0,84","11583,59","21264,99","59,95","0,05","98814,28","98,81"
01/08/2025,05:57:00,"222,84","385,97","85,37","16308,84","0,86","9793,29","19023,32","59,95","0,05","99629,72","99,63"
01/08/2025,06:00:00,"223,08","386,39","87,08","16330,14","0,84","10520,38","19425,55","59,96","0,05","100446,23","100,45"
01/08/2025,06:03:00,"222,54","385,45","95,80","17528,97","0,82","12136,33","21320,30","59,87","0,05","101322,68","101,32"
01/08/2025,06:06:00,"222,39","385,20","81,27","15811,59","0,87","8757,34","18074,77","60,17","0,05","102113,26","102,11"
01/08/2025,06:09:00,"221,95","384,42","98,94","18872,45","0,86","11225,21","21958,48","60,09","0,05","103056,88","103,06"
01/08/2025,06:12:00,"221,63","383,87","94,06","17877,40","0,86","10722,79","20846,57","59,96","0,05","103950,75","103,95"
01/08/2025,06:15:00,"221,87","384,30","89,85","16392,42","0,82","11343,28","19934,43","60,05","0,05","104770,37","104,77"
01/08/2025,06:18:00,"221,98","384,47","98,48","18621,26","0,85","11451,67","21860,74","59,88","0,05","105701,43","105,70"
01/08/2025,06:21:00,"223,75","387,55","99,82","18759,21","0,84","12123,30","22335,67","60,22","0,05","106639,40","106,64"
01/08/2025,06:24:00,"222,32","385,06","92,43","17386,14","0,85","10951,70","20547,93","59,96","0,05","107508,70","107,51"
01/08/2025,06:27:00,"220,49","381,91","90,13","17005,45","0,86","10282,85","19872,66","59,94","0,05","108358,97","108,36"
01/08/2025,06:30:00,"222,02","384,55","93,59","17564,43","0,85","11103,68","20779,82","59,98","0,05","109237,20","109,24"
01/08/2025,06:33:00,"221,80","384,17","93,29","17673,58","0,85","10761,64","20692,23","60,09","0,05","110120,88","110,12"
01/08/2025,06:36:00,"221,08","382,93","78,26","14708,86","0,85","9111,61","17302,36","59,98","0,05","110856,32","110,86"
01/08/2025,06:39:00,"222,81","385,92","83,35","16224,81","0,87","9037,30","18571,94","59,97","0,05","111667,56","111,67"
01/08/2025,06:42:00,"222,00","384,52","85,42","16779,22","0,88","8834,46","18962,85","59,88","0,05","112506,52","112,51"
01/08/2025,06:45:00,"222,96","386,18","91,47","17638,35","0,86","10237,79","20394,21","60,01","0,05","113388,44","113,39"
01/08/2025,06:48:00,"222,23","384,92","84,18","16313,90","0,87","9158,33","18708,78","60,01","0,05","114204,13","114,20"
01/08/2025,06:51:00,"221,17","383,08","81,65","14994,57","0,83","10062,57","18058,03","59,79","0,05","114953,86","114,95"
01/08/2025,06:54:00,"223,09","386,41","78,50","14797,09","0,84","9369,20","17513,87","59,98","0,05","115693,71","115,69"
01/08/2025,06:57:00,"221,07","382,91","86,11","16030,29","0,84","10268,69","19037,24","60,18","0,05","116495,23","116,50"
01/08/2025,07:00:00,"222,31","385,05","89,70","16941,57","0,85","10516,49","19940,25","60,09","0,05","117342,31","117,34"
01/08/2025,07:03:00,"222,28","385,00","77,81","14832,18","0,86","8895,53","17295,21","60,01","0,05","118083,92","118,08"
01/08/2025,07:06:00,"222,99","386,22","80,21","14812,17","0,83","10024,61","17885,56","59,99","0,05","118824,53","118,82"
01/08/2025,07:09:00,"221,65","383,91","93,87","17773,40","0,85","10816,34","20805,94","60,05","0,05","119713,20","119,71"
01/08/2025,07:12:00,"223,50","387,12","88,75","16872,91","0,85","10428,81","19835,70","60,04","0,05","120556,84","120,56"
01/08/2025,07:15:00,"223,84","387,70","84,89","16523,94","0,87","9381,82","19001,56","60,02","0,05","121383,04","121,38"
01/08/2025,07:18:00,"222,12","384,73","94,58","17580,68","0,84","11500,89","21008,36","60,01","0,05","122262,07","122,26"
01/08/2025,07:21:00,"222,47","385,33","78,11","14894,50","0,86","8949,11","17376,21","59,97","0,05","123006,80","123,01"
01/08/2025,07:24:00,"222,47","385,33","90,77","16992,64","0,84","10908,74","20192,83","59,98","0,05","123856,43","123,86"
01/08/2025,07:27:00,"222,14","384,75","97,09","18519,30","0,86","11053,28","21567,09","60,14","0,05","124782,40","124,78"
01/08/2025,07:30:00,"222,32","385,07","83,86","15918,94","0,85","9702,77","18642,86","59,96","0,05","125578,34","125,58"
01/08/2025,07:33:00,"223,57","387,23","92,51","17411,07","0,84","11161,37","20681,43","60,00","0,05","126448,90","126,45"
01/08/2025,07:36:00,"224,36","388,60","80,14","15769,20","0,88","8636,99","17979,57","59,98","0,05","127237,35","127,24"
01/08/2025,07:39:00,"221,37","383,43","79,43","15411,78","0,88","8463,79","17582,91","59,91","0,05","128007,94","128,01"
01/08/2025,07:42:00,"223,19","386,57","91,15","17652,01","0,87","10111,77","20343,10","59,94","0,05","128890,54","128,89"
01/08/2025,07:45:00,"220,67","382,20","93,41","18062,37","0,88","9929,33","20611,67","60,11","0,05","129793,66","129,79"
01/08/2025,07:48:00,"222,97","386,20","103,44","19072,96","0,83","12967,72","23063,82","59,92","0,05","130747,31","130,75"
01/08/2025,07:51:00,"221,51","383,66","89,13","16229,32","0,82","11241,18","19742,21","59,94","0,05","131558,78","131,56"
01/08/2025,07:54:00,"223,98","387,95","84,63","16317,68","0,86","9646,13","18955,59","59,97","0,05","132374,66","132,37"
01/08/2025,07:57:00,"221,93","384,40","88,31","16559,20","0,84","10485,69","19599,92","59,96","0,05","133202,62","133,20"
01/08/2025,08:00:00,"222,03","384,57","152,86","31594,21","0,93","12397,01","33939,36","60,07","0,05","134782,33","134,78"
01/08/2025,08:03:00,"222,41","385,23","167,62","33448,85","0,90","16462,34","37280,47","60,02","0,05","136454,77","136,45"
01/08/2025,08:06:00,"223,30","386,76","171,93","33975,01","0,88","17879,23","38392,29","60,07","0,05","138153,52","138,15"
01/08/2025,08:09:00,"220,78","382,40","176,33","35379,82","0,91","16242,38","38930,02","59,93","0,05","139922,52","139,92"
01/08/2025,08:12:00,"222,58","385,52","171,86","33574,15","0,88","18330,10","38252,01","59,97","0,05","141601,22","141,60"
01/08/2025,08:15:00,"220,54","381,99","167,31","32494,91","0,88","17481,87","36898,98","60,00","0,05","143225,97","143,23"
01/08/2025,08:18:00,"223,82","387,67","177,26","36617,77","0,92","15271,51","39674,68","60,08","0,05","145056,86","145,06"
01/08/2025,08:21:00,"221,98","384,48","164,94","32795,43","0,90","16280,62","36614,19","59,85","0,05","146696,63","146,70"
01/08/2025,08:24:00,"222,29","385,02","147,07","29626,64","0,91","13822,30","32692,42","59,93","0,05","148177,96","148,18"
01/08/2025,08:27:00,"222,82","385,94","146,33","29515,24","0,91","13857,96","32606,63","59,98","0,05","149653,72","149,65"
01/08/2025,08:30:00,"222,11","384,70","162,08","31506,84","0,88","17416,61","36000,26","60,08","0,05","151229,06","151,23"
01/08/2025,08:33:00,"222,09","384,67","156,83","31650,64","0,91","14536,02","34828,99","59,99","0,05","152811,60","152,81"
01/08/2025,08:36:00,"222,43","385,26","144,04","29178,92","0,91","13232,18","32039,04","59,79","0,05","154270,54","154,27"
01/08/2025,08:39:00,"222,55","385,47","165,17","33923,11","0,92","14157,51","36758,84","59,93","0,05","155966,70","155,97"
01/08/2025,08:42:00,"223,42","386,97","148,79","30271,74","0,91","13734,28","33241,68","60,00","0,05","157480,28","157,48"
01/08/2025,08:45:00,"222,40","385,20","158,29","32107,65","0,91","14433,54","35202,68","60,09","0,05","159085,67","159,09"
01/08/2025,08:48:00,"222,33","385,08","165,81","33514,68","0,91","15352,90","36863,88","60,06","0,05","160761,40","160,76"
01/08/2025,08:51:00,"224,77","389,31","167,39","33248,71","0,88","17608,03","37623,39","60,01","0,05","162423,84","162,42"
01/08/2025,08:54:00,"223,20","386,59","165,25","33696,43","0,91","14994,93","36882,21","60,14","0,05","164108,66","164,11"
01/08/2025,08:57:00,"223,08","386,38","150,98","30479,66","0,90","14332,31","33681,23","59,92","0,05","165632,64","165,63"
01/08/2025,09:00:00,"221,73","384,04","171,87","34311,95","0,90","16582,52","38108,92","60,06","0,05","167348,24","167,35"
01/08/2025,09:03:00,"222,62","385,59","165,46","32435,69","0,88","17455,72","36834,45","59,81","0,05","168970,02","168,97"
01/08/2025,09:06:00,"221,53","383,70","159,03","31592,92","0,90","15590,24","35230,21","59,96","0,05","170549,67","170,55"
01/08/2025,09:09:00,"223,74","387,52","157,64","30693,06","0,87","17374,32","35269,40","59,86","0,05","172084,32","172,08"
01/08/2025,09:12:00,"221,45","383,56","180,65","35600,36","0,89","18249,79","40005,51","60,06","0,05","173864,34","173,86"
01/08/2025,09:15:00,"223,17","386,54","172,28","34484,96","0,90","16997,93","38446,61","60,03","0,05","175588,59","175,59"
01/08/2025,09:18:00,"221,17","383,08","172,01","33844,63","0,89","17371,83","38042,60","59,98","0,05","177280,82","177,28"
01/08/2025,09:21:00,"222,26","384,97","153,47","31545,16","0,92","12977,12","34110,15","59,95","0,05","178858,08","178,86"
01/08/2025,09:24:00,"221,89","384,32","170,04","34223,44","0,91","15880,73","37728,52","60,14","0,05","180569,25","180,57"
01/08/2025,09:27:00,"222,45","385,30","160,35","32666,04","0,92","14330,59","35671,22","59,95","0,05","182202,55","182,20"
01/08/2025,09:30:00,"223,11","386,44","171,20","34246,11","0,90","16920,09","38197,98","60,24","0,05","183914,86","183,91"
01/08/2025,09:33:00,"222,19","384,84","183,02","35263,57","0,87","20249,87","40664,19","60,05","0,05","185678,04","185,68"
01/08/2025,09:36:00,"220,95","382,69","162,46","31701,53","0,88","16838,40","35895,94","59,93","0,05","187263,11","187,26"
01/08/2025,09:39:00,"223,12","386,45","189,96","37040,47","0,87","20600,56","42383,72","60,05","0,05","189115,14","189,12"
01/08/2025,09:42:00,"223,19","386,57","166,23","33318,46","0,90","16320,67","37101,00","60,05","0,05","190781,06","190,78"
01/08/2025,09:45:00,"221,68","383,96","172,36","33262,70","0,87","18804,54","38210,18","60,06","0,05","192444,19","192,44"
01/08/2025,09:48:00,"222,94","386,15","175,08","35298,45","0,90","16660,41","39032,68","60,09","0,05","194209,12","194,21"
01/08/2025,09:51:00,"222,31","385,05","155,91","30677,86","0,89","16128,90","34659,38","60,19","0,05","195743,01","195,74"
01/08/2025,09:54:00,"222,98","386,22","151,46","30417,20","0,90","14674,51","33771,99","60,08","0,05","197263,87","197,26"
01/08/2025,09:57:00,"223,72","387,49","169,46","35020,25","0,92","14518,73","37910,57","59,99","0,05","199014,88","199,01"
01/08/2025,10:00:00,"223,11","386,43","185,16","35710,81","0,86","20766,01","41309,68","60,12","0,05","200800,42","200,80"
01/08/2025,10:03:00,"221,92","384,37","160,72","32474,33","0,91","14746,56","35665,71","59,77","0,05","202424,14","202,42"
01/08/2025,10:06:00,"223,36","386,87","154,55","31878,41","0,92","13247,44","34521,41","60,12","0,05","204018,06","204,02"
01/08/2025,10:09:00,"223,19","386,57","174,23","35101,19","0,90","16733,42","38885,74","60,22","0,05","205773,12","205,77"
01/08/2025,10:12:00,"220,20","381,39","156,39","30710,01","0,89","15580,09","34436,08","59,85","0,05","207308,62","207,31"
01/08/2025,10:15:00,"222,96","386,17","144,78","29640,60","0,92","12782,57","32279,40","60,03","0,05","208790,65","208,79"
01/08/2025,10:18:00,"223,03","386,30","149,26","30544,41","0,92","13237,56","33289,54","60,09","0,05","210317,87","210,32"
01/08/2025,10:21:00,"222,88","386,04","183,37","36748,38","0,90","17884,67","40869,36","59,89","0,05","212155,29","212,16"
01/08/2025,10:24:00,"223,90","387,81","161,03","32878,13","0,91","14797,84","36054,78","60,08","0,05","213799,20","213,80"
01/08/2025,10:27:00,"221,71","384,00","172,49","34628,21","0,91","16229,66","38242,84","59,88","0,05","215530,61","215,53"
01/08/2025,10:30:00,"224,02","388,01","162,72","32900,69","0,90","15693,27","36451,80","59,86","0,05","217175,64","217,18"
01/08/2025,10:33:00,"220,94","382,68","152,56","30140,33","0,89","15090,50","33707,01","60,07","0,05","218682,66","218,68"
01/08/2025,10:36:00,"222,33","385,09","174,15","35818,10","0,93","14704,95","38719,14","59,96","0,05","220473,56","220,47"
01/08/2025,10:39:00,"223,82","387,67","155,04","32037,80","0,92","13334,53","34702,03","59,70","0,05","222075,45","222,08"
01/08/2025,10:42:00,"223,42","386,97","154,74","30239,89","0,87","16757,70","34572,70","60,01","0,05","223587,45","223,59"
01/08/2025,10:45:00,"221,06","382,90","178,69","35626,37","0,90","17063,60","39501,96","60,01","0,05","225368,77","225,37"
01/08/2025,10:48:00,"223,63","387,34","168,89","34332,75","0,91","15738,85","37768,37","60,02","0,05","227085,40","227,09"
