Data,Horário,Tensao_Fase_B,Tensao_De_Linha_BC,Corrente_Fase_B,Potencia_Ativa_Fase_B,fator_De_Potencia_Fase_B,Potencia_Reativa_Fase_B,Potencia_Aparente_Fase_B,Frequencia_Fase_B,Intervalos em Hora,C (Wh),C (kWh)
23/05/2025,01:03:00,"221,89","384,32","272,12","52388,89","0,87","30018,36","60379,61","59,87","0,05","54341,31","54,34"
23/05/2025,01:06:00,"222,90","386,08","233,07","44989,15","0,87","25982,12","51952,81","60,19","0,05","56590,77","56,59"
23/05/2025,01:09:00,"221,62","383,85","282,54","53709,10","0,86","32184,79","62614,12","59,98","0,05","59276,22","59,28"
23/05/2025,01:12:00,"221,92","384,37","280,51","52765,29","0,85","33029,49","62250,49","59,98","0,05","61914,49","61,91"
23/05/2025,01:15:00,"223,40","386,93","277,67","54125,00","0,87","30302,11","62030,10","60,22","0,05","64620,74","64,62"
23/05/2025,01:18:00,"223,86","387,74","252,11","48844,50","0,87","28274,29","56437,76","60,17","0,05","67062,96","67,06"
23/05/2025,01:21:00,"222,74","385,80","251,98","49362,26","0,88","26712,20","56126,41","60,19","0,05","69531,08","69,53"
23/05/2025,01:24:00,"223,01","386,26","238,88","45110,52","0,85","28334,54","53271,05","60,03","0,05","71786,60","71,79"
23/05/2025,01:27:00,"222,78","385,87","244,38","46615,08","0,86","28128,25","54444,14","60,20","0,05","74117,36","74,12"
23/05/2025,01:30:00,"222,44","385,28","269,96","52487,21","0,87","29173,12","60049,80","60,05","0,05","76741,72","76,74"
23/05/2025,01:33:00,"223,14","386,50","254,93","46783,22","0,82","32361,95","56885,54","60,07","0,05","79080,88","79,08"
23/05/2025,01:36:00,"221,47","383,59","279,87","51687,30","0,83","34209,47","61982,78","60,02","0,05","81665,24","81,67"
23/05/2025,01:39:00,"222,45","385,29","256,67","47707,40","0,84","31366,15","57094,93","60,06","0,05","84050,61","84,05"
23/05/2025,01:42:00,"220,44","381,81","256,06","47421,09","0,84","30614,09","56444,50","60,09","0,05","86421,67","86,42"
23/05/2025,01:45:00,"223,20","386,60","273,23","53248,97","0,87","29731,53","60987,02","59,91","0,05","89084,12","89,08"
23/05/2025,01:48:00,"223,22","386,63","292,33","54142,88","0,83","36423,01","65254,02","60,05","0,05","91791,26","91,79"
23/05/2025,01:51:00,"223,00","386,25","255,64","48714,77","0,85","29608,17","57006,78","60,05","0,05","94227,00","94,23"
23/05/2025,01:54:00,"222,57","385,50","298,29","55900,61","0,84","35819,11","66391,91","60,04","0,05","97022,03","97,02"
23/05/2025,01:57:00,"221,77","384,11","292,54","55570,24","0,86","33479,74","64876,38","60,15","0,05","99800,54","99,80"
23/05/2025,02:00:00,"221,27","383,26","288,23","53771,35","0,84","34296,15","63777,62","60,11","0,05","102489,11","102,49"
23/05/2025,02:03:00,"222,88","386,03","266,69","51351,48","0,86","29932,75","59438,57","59,93","0,05","105056,68","105,06"
23/05/2025,02:06:00,"222,25","384,95","239,31","44559,80","0,84","29039,58","53187,15","60,01","0,05","107284,67","107,28"
23/05/2025,02:09:00,"222,45","385,29","252,61","47702,34","0,85","29703,09","56194,19","60,00","0,05","109669,79","109,67"
23/05/2025,02:12:00,"220,71","382,27","238,67","44828,33","0,85","27661,97","52676,03","59,85","0,05","111911,21","111,91"
23/05/2025,02:15:00,"223,21","386,61","299,61","55637,61","0,83","37104,48","66875,15","59,95","0,05","114693,09","114,69"
23/05/2025,02:18:00,"222,27","384,98","263,47","49095,51","0,84","31920,70","58560,23","60,09","0,05","117147,86","117,15"
23/05/2025,02:21:00,"222,49","385,36","249,17","46889,58","0,85","29574,69","55437,30","60,15","0,05","119492,34","119,49"
23/05/2025,02:24:00,"223,17","386,54","242,26","46353,26","0,86","27830,77","54066,41","60,05","0,05","121810,00","121,81"
23/05/2025,02:27:00,"223,08","386,38","274,67","50339,28","0,82","34935,03","61273,97","60,05","0,05","124326,97","124,33"
23/05/2025,02:30:00,"219,70","380,54","261,38","47681,89","0,83","32003,91","57426,59","60,02","0,05","126711,06","126,71"
23/05/2025,02:33:00,"221,48","383,61","257,26","47942,87","0,84","30787,29","56976,97","59,71","0,05","129108,21","129,11"
23/05/2025,02:36:00,"223,54","387,18","256,49","49735,57","0,87","28522,29","57333,66","60,02","0,05","131594,98","131,59"
23/05/2025,02:39:00,"222,00","384,52","262,26","48643,25","0,84","31993,71","58221,67","59,99","0,05","134027,15","134,03"
23/05/2025,02:42:00,"220,76","382,37","274,73","51595,03","0,85","31878,43","60648,84","59,94","0,05","136606,90","136,61"
23/05/2025,02:45:00,"221,76","384,10","242,14","44837,46","0,83","29547,73","53697,92","59,95","0,05","138848,77","138,85"
23/05/2025,02:48:00,"221,67","383,94","260,69","49015,99","0,85","30607,49","57787,41","59,86","0,05","141299,57","141,30"
23/05/2025,02:51:00,"222,54","385,46","274,69","52632,46","0,86","31093,09","61130,64","60,21","0,05","143931,19","143,93"
23/05/2025,02:54:00,"222,43","385,26","287,04","54601,79","0,86","33090,75","63846,33","60,08","0,05","146661,28","146,66"
23/05/2025,02:57:00,"223,49","387,09","256,99","49900,38","0,87","28438,47","57435,13","60,04","0,05","149156,30","149,16"
23/05/2025,03:00:00,"221,92","384,37","273,51","49858,54","0,82","34613,85","60695,91","59,93","0,05","151649,23","151,65"
23/05/2025,03:03:00,"222,58","385,52","260,48","48574,74","0,84","31655,43","57979,06","60,08","0,05","154077,97","154,08"
23/05/2025,03:06:00,"222,67","385,67","237,97","45892,60","0,87","26486,79","52987,56","60,07","0,05","156372,60","156,37"
23/05/2025,03:09:00,"222,73","385,78","289,59","56198,33","0,87","31659,05","64502,31","60,05","0,05","159182,51","159,18"
23/05/2025,03:12:00,"222,13","384,75","260,55","48523,82","0,84","31545,87","57876,62","60,00","0,05","161608,70","161,61"
23/05/2025,03:15:00,"220,80","382,44","249,97","47791,40","0,87","27611,26","55194,20","60,15","0,05","163998,27","164,00"
23/05/2025,03:18:00,"221,20","383,12","274,61","51600,67","0,85","32046,38","60742,07","60,05","0,05","166578,31","166,58"
23/05/2025,03:21:00,"222,82","385,94","270,40","52738,40","0,88","29133,33","60250,22","60,07","0,05","169215,23","169,22"
23/05/2025,03:24:00,"223,15","386,51","251,53","48504,40","0,86","28246,46","56129,67","59,96","0,05","171640,45","171,64"
23/05/2025,03:27:00,"221,24","383,21","273,80","49916,20","0,82","34318,77","60575,61","59,88","0,05","174136,26","174,14"
23/05/2025,03:30:00,"222,36","385,15","250,32","48041,87","0,86","28110,48","55661,66","59,98","0,05","176538,35","176,54"
23/05/2025,03:33:00,"223,12","386,45","267,57","50648,40","0,85","31604,20","59699,96","60,06","0,05","179070,77","179,07"
23/05/2025,03:36:00,"221,89","384,32","283,97","53996,09","0,86","32475,20","63009,65","60,26","0,05","181770,57","181,77"
23/05/2025,03:39:00,"224,62","389,04","266,97","52810,92","0,88","28407,00","59966,25","60,14","0,05","184411,12","184,41"
23/05/2025,03:42:00,"222,51","385,39","243,28","47096,44","0,87","26688,10","54132,51","60,11","0,05","186765,94","186,77"
23/05/2025,03:45:00,"222,14","384,75","294,62","56939,68","0,87","32265,63","65446,14","59,94","0,05","189612,93","189,61"
23/05/2025,03:48:00,"221,69","383,97","272,87","50227,01","0,83","33713,62","60492,65","60,14","0,05","192124,28","192,12"
23/05/2025,03:51:00,"222,06","384,61","304,86","56543,61","0,84","37223,30","67696,04","59,90","0,05","194951,46","194,95"
23/05/2025,03:54:00,"223,55","387,20","252,76","49333,73","0,87","27548,96","56504,53","59,93","0,05","197418,14","197,42"
23/05/2025,03:57:00,"222,75","385,81","270,25","49299,44","0,82","34543,68","60197,18","60,05","0,05","199883,12","199,88"
23/05/2025,04:00:00,"221,79","384,14","230,38","44690,20","0,87","24768,38","51094,88","59,98","0,05","202117,63","202,12"
23/05/2025,04:03:00,"222,87","386,02","281,55","52621,23","0,84","34182,60","62749,05","60,07","0,05","204748,69","204,75"
23/05/2025,04:06:00,"221,38","383,44","253,80","48623,06","0,87","28153,53","56185,61","60,01","0,05","207179,84","207,18"
23/05/2025,04:09:00,"222,04","384,59","300,21","55837,37","0,84","36411,03","66660,15","59,94","0,05","209971,71","209,97"
23/05/2025,04:12:00,"222,56","385,49","254,07","47370,38","0,84","30880,42","56546,91","60,05","0,05","212340,23","212,34"
23/05/2025,04:15:00,"222,81","385,92","267,73","50816,94","0,85","31242,14","59652,60","60,21","0,05","214881,07","214,88"
23/05/2025,04:18:00,"222,35","385,13","252,96","48119,76","0,86","29121,65","56245,73","60,10","0,05","217287,06","217,29"
23/05/2025,04:21:00,"223,46","387,04","273,16","52443,07","0,86","31235,85","61040,59","59,85","0,05","219909,22","219,91"
23/05/2025,04:24:00,"220,87","382,56","248,88","47856,88","0,87","27045,79","54970,50","59,90","0,05","222302,06","222,30"
23/05/2025,04:27:00,"220,87","382,56","291,93","54124,72","0,84","35040,89","64477,51","60,07","0,05","225008,30","225,01"
23/05/2025,04:30:00,"221,36","383,41","286,31","54926,52","0,87","31623,00","63379,31","60,01","0,05","227754,62","227,75"
23/05/2025,04:33:00,"221,65","383,91","268,80","50743,27","0,85","31219,94","59578,21","59,93","0,05","230291,78","230,29"
23/05/2025,04:36:00,"221,55","383,73","248,02","47228,14","0,86","28083,37","54947,00","60,06","0,05","232653,19","232,65"
23/05/2025,04:39:00,"223,41","386,95","269,08","51121,31","0,85","31627,10","60113,74","60,08","0,05","235209,26","235,21"
23/05/2025,04:42:00,"222,14","384,77","267,09","50476,22","0,85","31183,13","59331,58","59,94","0,05","237733,07","237,73"
23/05/2025,04:45:00,"222,42","385,24","251,25","47476,49","0,85","29475,63","55882,29","60,00","0,05","240106,89","240,11"
23/05/2025,04:48:00,"222,75","385,82","235,73","45286,23","0,86","26576,04","52508,37","60,06","0,05","242371,20","242,37"
23/05/2025,04:51:00,"223,12","386,45","272,31","52350,81","0,86","30832,77","60755,80","59,78","0,05","244988,74","244,99"
23/05/2025,04:54:00,"223,08","386,38","231,57","44198,88","0,86","26739,28","51657,82","60,06","0,05","247198,69","247,20"
23/05/2025,04:57:00,"222,48","385,35","253,68","48369,06","0,86","29081,64","56438,53","59,96","0,05","249617,14","249,62"
23/05/2025,05:00:00,"221,26","383,24","242,50","47024,98","0,88","25840,14","53656,89","59,88","0,05","251968,39","251,97"
23/05/2025,05:03:00,"222,28","385,00","283,64","52848,76","0,84","34383,15","63049,12","60,17","0,05","254610,83","254,61"
23/05/2025,05:06:00,"222,40","385,21","268,87","50292,83","0,84","32347,17","59797,22","60,05","0,05","257125,47","257,13"
23/05/2025,05:09:00,"222,08","384,66","272,97","50740,48","0,84","33173,26","60622,29","59,94","0,05","259662,49","259,66"
23/05/2025,05:12:00,"222,61","385,58","279,91","53184,33","0,85","32466,94","62311,11","60,20","0,05","262321,71","262,32"
23/05/2025,05:15:00,"223,12","386,45","268,45","49413,52","0,82","33852,47","59897,30","59,94","0,05","264792,39","264,79"
23/05/2025,05:18:00,"221,87","384,29","243,61","45845,23","0,85","28627,71","54049,34","60,06","0,05","267084,65","267,08"
23/05/2025,05:21:00,"221,80","384,16","272,81","52574,25","0,87","29954,00","60508,63","60,09","0,05","269713,36","269,71"
23/05/2025,05:24:00,"222,69","385,71","248,14","47313,99","0,86","28545,44","55258,08","60,21","0,05","272079,06","272,08"
23/05/2025,05:27:00,"224,02","388,02","276,06","51707,52","0,84","33927,17","61844,33","59,88","0,05","274664,44","274,66"
23/05/2025,05:30:00,"222,24","384,94","278,33","52818,45","0,85","32193,25","61856,24","60,03","0,05","277305,36","277,31"
23/05/2025,05:33:00,"222,89","386,06","269,28","50907,09","0,85","31796,62","60021,30","60,07","0,05","279850,71","279,85"
23/05/2025,05:36:00,"223,96","387,90","250,05","47000,46","0,84","30444,86","55999,40","60,02","0,05","282200,74","282,20"
23/05/2025,05:39:00,"222,97","386,19","267,28","50639,36","0,85","31418,30","59594,08","59,93","0,05","284732,70","284,73"
23/05/2025,05:42:00,"223,47","387,05","281,61","52647,40","0,84","34474,33","62930,34","60,06","0,05","287365,07","287,37"
23/05/2025,05:45:00,"221,93","384,39","235,73","44749,69","0,86","27096,43","52313,97","60,09","0,05","289602,56","289,60"
23/05/2025,05:48:00,"222,06","384,62","254,83","48210,33","0,85","29631,53","56588,55","60,02","0,05","292013,07","292,01"
23/05/2025,05:51:00,"222,61","385,58","270,62","51556,76","0,86","31162,69","60242,94","59,82","0,05","294590,91","294,59"
23/05/2025,05:54:00,"222,02","384,55","279,35","51962,14","0,84","33860,66","62021,04","60,36","0,05","297189,02","297,19"
23/05/2025,05:57:00,"220,50","381,91","254,44","46760,10","0,83","31002,70","56104,14","59,97","0,05","299527,02","299,53"
23/05/2025,06:00:00,"223,56","387,21","269,39","49845,91","0,83","33798,02","60223,93","59,96","0,05","302019,32","302,02"
23/05/2025,06:03:00,"223,54","387,18","286,78","53782,58","0,84","34886,06","64106,19","59,83","0,05","304708,45","304,71"
23/05/2025,06:06:00,"222,80","385,91","262,90","48952,04","0,84","32169,68","58576,36","60,04","0,05","307156,05","307,16"
23/05/2025,06:09:00,"222,74","385,81","273,21","51898,85","0,85","31777,92","60854,96","59,93","0,05","309750,99","309,75"
23/05/2025,06:12:00,"223,03","386,30","256,59","49583,73","0,87","28572,17","57226,88","59,94","0,05","312230,18","312,23"
23/05/2025,06:15:00,"221,13","383,02","244,43","46849,77","0,87","26956,51","54051,40","59,91","0,05","314572,67","314,57"
23/05/2025,06:18:00,"223,31","386,79","274,41","53097,26","0,87","30589,57","61278,39","60,00","0,05","317227,53","317,23"
23/05/2025,06:21:00,"223,70","387,46","265,27","50022,17","0,84","31925,53","59341,86","60,13","0,05","319728,64","319,73"
23/05/2025,06:24:00,"223,34","386,84","238,75","44849,24","0,84","28844,54","53324,12","59,97","0,05","321971,10","321,97"
23/05/2025,06:27:00,"222,69","385,72","265,59","52106,87","0,88","27980,93","59144,38","60,11","0,05","324576,45","324,58"
23/05/2025,06:30:00,"221,36","383,42","255,97","48287,75","0,85","29647,56","56662,90","60,09","0,05","326990,83","326,99"
23/05/2025,06:33:00,"222,71","385,75","266,56","48371,19","0,81","34418,84","59366,90","60,14","0,05","329409,39","329,41"
23/05/2025,06:36:00,"221,48","383,61","250,43","48254,78","0,87","27343,30","55463,32","59,85","0,05","331822,13","331,82"
23/05/2025,06:39:00,"222,21","384,88","283,34","52753,47","0,84","34368,91","62961,50","59,89","0,05","334459,81","334,46"
23/05/2025,06:42:00,"220,88","382,58","294,89","54924,53","0,84","35013,64","65135,69","60,07","0,05","337206,03","337,21"
23/05/2025,06:45:00,"223,51","387,13","275,70","54195,47","0,88","29326,75","61621,48","60,17","0,05","339915,80","339,92"
23/05/2025,06:48:00,"223,24","386,67","259,20","49270,31","0,85","30345,95","57865,70","59,92","0,05","342379,32","342,38"
23/05/2025,06:51:00,"222,11","384,71","281,53","52248,03","0,84","34357,66","62532,43","60,05","0,05","344991,72","344,99"
23/05/2025,06:54:00,"224,09","388,13","274,10","53324,43","0,87","30483,77","61422,76","59,80","0,05","347657,94","347,66"
23/05/2025,06:57:00,"222,21","384,87","240,82","45514,87","0,85","28139,37","53511,00","60,02","0,05","349933,69","349,93"
23/05/2025,07:00:00,"222,55","385,46","250,32","47247,06","0,85","29514,68","55708,18","59,92","0,05","352296,04","352,30"
23/05/2025,07:03:00,"220,80","382,44","294,44","54000,05","0,83","36201,34","65011,87","59,79","0,05","354996,04","355,00"
23/05/2025,07:06:00,"223,27","386,72","262,47","50888,98","0,87","29058,98","58601,30","59,95","0,05","357540,49","357,54"
23/05/2025,07:09:00,"221,95","384,43","265,05","51477,94","0,88","28474,94","58828,57","60,05","0,05","360114,39","360,11"
23/05/2025,07:12:00,"221,15","383,04","262,08","48778,29","0,84","31302,06","57958,09","59,99","0,05","362553,30","362,55"
23/05/2025,07:15:00,"222,15","384,78","281,55","51443,49","0,82","35578,17","62547,89","59,97","0,05","365125,48","365,13"
23/05/2025,07:18:00,"220,95","382,69","284,12","53400,96","0,85","33002,34","62775,93","60,08","0,05","367795,52","367,80"
23/05/2025,07:21:00,"221,69","383,97","241,85","46548,53","0,87","26604,95","53615,19","60,06","0,05","370122,95","370,12"
23/05/2025,07:24:00,"222,68","385,70","230,74","44064,60","0,86","26428,30","51382,33","60,11","0,05","372326,18","372,33"
23/05/2025,07:27:00,"221,45","383,55","250,76","46468,14","0,84","30401,27","55529,50","59,90","0,05","374649,59","374,65"
23/05/2025,07:30:00,"222,78","385,86","294,90","54244,59","0,83","37059,84","65695,57","59,93","0,05","377361,82","377,36"
23/05/2025,07:33:00,"224,32","388,53","265,37","51055,06","0,86","30607,33","59526,70","59,94","0,05","379914,57","379,91"
23/05/2025,07:36:00,"221,20","383,14","279,99","52959,13","0,86","32112,07","61934,28","59,86","0,05","382562,53","382,56"
23/05/2025,07:39:00,"222,79","385,88","226,28","43243,29","0,86","25910,57","50411,71","60,01","0,05","384724,69","384,72"
23/05/2025,07:42:00,"223,51","387,13","275,58","52052,57","0,85","32931,28","61594,96","60,06","0,05","387327,32","387,33"
23/05/2025,07:45:00,"221,22","383,17","276,83","52029,20","0,85","32300,79","61240,33","59,96","0,05","389928,78","389,93"
23/05/2025,07:48:00,"223,94","387,88","248,31","46252,59","0,83","30869,15","55607,61","59,84","0,05","392241,41","392,24"
23/05/2025,07:51:00,"222,68","385,70","245,02","45280,92","0,83","30439,34","54561,11","59,99","0,05","394505,46","394,51"
23/05/2025,07:54:00,"221,97","384,46","257,31","47939,87","0,84","31046,19","57114,77","59,92","0,05","396902,45","396,90"
23/05/2025,07:57:00,"221,96","384,45","287,03","53812,35","0,84","34107,13","63710,80","60,04","0,05","399593,07","399,59"
23/05/2025,08:00:00,"222,41","385,23","475,70","92578,25","0,88","51213,53","105799,61","60,06","0,05","404221,98","404,22"
23/05/2025,08:03:00,"220,96","382,72","525,26","104332,22","0,90","50844,77","116062,06","60,09","0,05","409438,59","409,44"
23/05/2025,08:06:00,"222,56","385,48","462,31","94373,55","0,92","40989,54","102890,77","60,05","0,05","414157,27","414,16"
23/05/2025,08:09:00,"222,24","384,93","518,69","104310,52","0,90","49059,16","115271,35","60,21","0,05","419372,79","419,37"
23/05/2025,08:12:00,"222,76","385,83","545,82","107201,35","0,88","57364,59","121584,64","60,03","0,05","424732,86","424,73"
23/05/2025,08:15:00,"222,98","386,21","551,21","108822,99","0,89","57134,89","122909,88","60,09","0,05","430174,01","430,17"
23/05/2025,08:18:00,"219,93","380,92","564,34","110788,16","0,89","55947,70","124113,50","60,01","0,05","435713,42","435,71"
23/05/2025,08:21:00,"221,93","384,40","509,55","102376,21","0,91","48037,13","113086,04","60,03","0,05","440832,23","440,83"
23/05/2025,08:24:00,"222,23","384,92","539,26","107249,29","0,89","53476,51","119842,18","59,98","0,05","446194,69","446,19"
23/05/2025,08:27:00,"222,69","385,72","553,49","108145,42","0,88","59138,05","123258,84","60,02","0,05","451601,97","451,60"
23/05/2025,08:30:00,"219,89","380,86","449,89","89841,35","0,91","41409,09","98925,13","60,10","0,05","456094,03","456,09"
23/05/2025,08:33:00,"222,19","384,84","469,00","93735,82","0,90","45522,58","104205,13","60,11","0,05","460780,82","460,78"
23/05/2025,08:36:00,"221,98","384,48","517,87","103771,97","0,90","49459,67","114956,00","59,92","0,05","465969,42","465,97"
23/05/2025,08:39:00,"223,24","386,67","508,21","100905,61","0,89","51862,13","113453,17","59,95","0,05","471014,70","471,01"
23/05/2025,08:42:00,"223,18","386,57","457,60","93736,36","0,92","40544,26","102129,05","59,84","0,05","475701,52","475,70"
23/05/2025,08:45:00,"222,28","385,00","533,33","104231,27","0,88","56480,00","118550,19","60,17","0,05","480913,08","480,91"
23/05/2025,08:48:00,"224,36","388,61","507,99","106097,88","0,93","41634,59","113974,56","59,94","0,05","486217,98","486,22"
23/05/2025,08:51:00,"222,39","385,19","519,80","104659,62","0,91","49083,88","115597,86","59,97","0,05","491450,96","491,45"
23/05/2025,08:54:00,"223,62","387,32","518,90","104602,97","0,90","50221,50","116034,39","59,76","0,05","496681,11","496,68"
23/05/2025,08:57:00,"222,46","385,32","463,43","91967,42","0,89","46594,66","103097,37","59,83","0,05","501279,48","501,28"
23/05/2025,09:00:00,"222,19","384,84","547,42","107326,76","0,88","57224,20","121629,12","59,90","0,05","506645,82","506,65"
23/05/2025,09:03:00,"222,64","385,63","479,70","96279,66","0,90","46226,09","106801,79","59,98","0,05","511459,80","511,46"
23/05/2025,09:06:00,"222,14","384,75","542,75","107630,32","0,89","54329,54","120565,27","60,15","0,05","516841,32","516,84"
23/05/2025,09:09:00,"222,00","384,51","492,84","95590,45","0,87","53224,09","109409,04","60,02","0,05","521620,84","521,62"
23/05/2025,09:12:00,"222,71","385,74","543,24","105157,94","0,87","59818,93","120981,40","60,01","0,05","526878,74","526,88"
23/05/2025,09:15:00,"222,82","385,93","445,08","88355,81","0,89","45035,67","99171,37","59,97","0,05","531296,53","531,30"
23/05/2025,09:18:00,"223,93","387,87","460,16","95952,67","0,93","37570,51","103045,91","60,07","0,05","536094,16","536,09"
23/05/2025,09:21:00,"223,24","386,66","507,59","101667,55","0,90","50033,04","113311,94","60,04","0,05","541177,54","541,18"
23/05/2025,09:24:00,"224,33","388,54","498,90","102245,65","0,91","45506,33","111915,14","60,05","0,05","546289,82","546,29"
23/05/2025,09:27:00,"222,73","385,78","442,30","89951,58","0,91","40170,74","98513,83","60,17","0,05","550787,40","550,79"
23/05/2025,09:30:00,"223,78","387,60","455,04","89050,62","0,87","49386,19","101828,32","59,95","0,05","555239,93","555,24"
23/05/2025,09:33:00,"221,84","384,23","553,91","111223,04","0,91","52232,47","122877,16","60,09","0,05","560801,08","560,80"
23/05/2025,09:36:00,"222,69","385,70","533,34","108068,34","0,91","49262,74","118766,93","60,02","0,05","566204,50","566,20"
23/05/2025,09:39:00,"223,48","387,07","519,07","104392,42","0,90","50579,56","116000,30","60,12","0,05","571424,12","571,42"
23/05/2025,09:42:00,"223,98","387,95","473,57","97274,27","0,92","42291,67","106070,12","60,00","0,05","576287,83","576,29"
23/05/2025,09:45:00,"224,16","388,26","463,24","94572,62","0,91","42882,95","103840,87","59,99","0,05","581016,46","581,02"
23/05/2025,09:48:00,"221,81","384,19","561,19","108535,97","0,87","60950,86","124479,17","59,96","0,05","586443,26","586,44"
23/05/2025,09:51:00,"222,71","385,74","475,94","97429,68","0,92","41740,00","105994,19","59,92","0,05","591314,75","591,31"
23/05/2025,09:54:00,"221,38","383,44","466,51","92832,27","0,90","45255,72","103275,90","59,92","0,05","595956,36","595,96"
23/05/2025,09:57:00,"222,10","384,68","441,01","89416,12","0,91","39977,58","97946,16","60,03","0,05","600427,17","600,43"
23/05/2025,10:00:00,"221,23","383,17","541,13","108311,45","0,90","50987,07","119712,37","59,86","0,05","605842,74","605,84"
23/05/2025,10:03:00,"222,31","385,05","542,12","107183,31","0,89","55100,84","120517,07","59,86","0,05","611201,90","611,20"
23/05/2025,10:06:00,"221,11","382,97","506,66","98854,16","0,88","52702,84","112025,60","59,78","0,05","616144,61","616,14"
23/05/2025,10:09:00,"221,74","384,06","481,83","94466,99","0,88","49906,16","106839,31","60,09","0,05","620867,96","620,87"
23/05/2025,10:12:00,"222,44","385,27","472,03","95602,16","0,91","43412,36","104997,17","59,96","0,05","625648,07","625,65"
23/05/2025,10:15:00,"221,31","383,32","480,36","97743,28","0,92","41807,44","106309,03","60,07","0,05","630535,23","630,54"
23/05/2025,10:18:00,"220,62","382,13","464,85","92267,20","0,90","44774,84","102557,41","59,94","0,05","635148,59","635,15"
23/05/2025,10:21:00,"222,43","385,25","448,94","88131,38","0,88","46948,13","99856,24","60,17","0,05","639555,16","639,56"
23/05/2025,10:24:00,"222,74","385,79","531,59","102900,78","0,87","58574,20","118404,00","60,02","0,05","644700,20","644,70"
23/05/2025,10:27:00,"222,93","386,12","544,27","107084,44","0,88","57046,61","121331,75","59,93","0,05","650054,42","650,05"
23/05/2025,10:30:00,"222,93","386,12","465,01","91785,27","0,89","48180,50","103662,41","59,80","0,05","654643,69","654,64"
23/05/2025,10:33:00,"223,03","386,30","535,61","108017,84","0,90","51012,00","119457,43","60,01","0,05","660044,58","660,04"
23/05/2025,10:36:00,"223,18","386,56","477,65","99743,46","0,94","37616,88","106601,07","59,84","0,05","665031,75","665,03"
23/05/2025,10:39:00,"221,88","384,31","542,38","111184,99","0,92","46052,66","120345,13","60,16","0,05","670591,00","670,59"
23/05/2025,10:42:00,"220,99","382,77","528,15","104917,97","0,90","51138,34","116717,22","59,81","0,05","675836,90","675,84"
23/05/2025,10:45:00,"221,40","383,48","532,35","103245,83","0,88","56855,36","117865,32","60,14","0,05","680999,19","681,00"
23/05/2025,10:48:00,"221,53","383,70","558,03","107778,70","0,87","60546,53","123620,91","60,14","0,05","686388,13","686,39"
