Data,Horário,Tensao_Fase_B,Tensao_De_Linha_BC,Corrente_Fase_B,Potencia_Ativa_Fase_B,fator_De_Potencia_Fase_B,Potencia_Reativa_Fase_B,Potencia_Aparente_Fase_B,Frequencia_Fase_B,Intervalos em Hora,C (Wh),C (kWh)
23/05/2025,00:51:00,"221,66","383,92","81,54","15689,18","0,87","8972,14","18073,45","59,90","0,05","15230,90","15,23"
23/05/2025,00:54:00,"223,38","386,91","92,08","17751,12","0,86","10390,20","20568,39","60,14","0,05","16118,46","16,12"
23/05/2025,00:57:00,"221,96","384,44","99,73","18827,89","0,85","11639,25","22135,08","60,01","0,05","17059,85","17,06"
23/05/2025,01:00:00,"222,58","385,53","88,21","16632,93","0,85","10432,79","19634,09","59,91","0,05","17891,50","17,89"
23/05/2025,01:03:00,"222,65","385,64","81,97","15808,44","0,87","9119,53","18250,27","59,95","0,05","18681,92","18,68"
23/05/2025,01:06:00,"221,18","383,10","94,73","17851,14","0,85","10972,07","20953,50","60,12","0,05","19574,48","19,57"
23/05/2025,01:09:00,"222,41","385,23","85,70","16205,26","0,85","10036,46","19061,51","60,08","0,05","20384,74","20,38"
23/05/2025,01:12:00,"222,78","385,87","90,03","17033,57","0,85","10590,40","20057,39","60,16","0,05","21236,42","21,24"
23/05/2025,01:15:00,"223,11","386,44","85,17","16095,40","0,85","10102,58","19003,26","60,07","0,05","22041,19","22,04"
23/05/2025,01:18:00,"221,92","384,38","88,03","16963,92","0,87","9689,94","19536,36","60,19","0,05","22889,38","22,89"
23/05/2025,01:21:00,"223,03","386,29","95,38","18388,21","0,86","10692,85","21271,19","59,81","0,05","23808,79","23,81"
23/05/2025,01:24:00,"222,95","386,16","92,68","17344,43","0,84","11232,32","20663,84","60,02","0,05","24676,02","24,68"
23/05/2025,01:27:00,"222,49","385,37","78,47","14948,12","0,86","9018,85","17458,12","60,03","0,05","25423,42","25,42"
23/05/2025,01:30:00,"222,19","384,84","90,96","16784,72","0,83","11259,01","20211,19","60,10","0,05","26262,66","26,26"
23/05/2025,01:33:00,"223,14","386,49","91,82","17872,20","0,87","10020,76","20489,78","60,05","0,05","27156,27","27,16"
23/05/2025,01:36:00,"223,17","386,53","89,31","16772,19","0,84","10768,89","19931,76","60,05","0,05","27994,88","27,99"
23/05/2025,01:39:00,"223,11","386,44","84,66","16000,22","0,85","10039,07","18888,89","60,08","0,05","28794,89","28,79"
23/05/2025,01:42:00,"222,68","385,69","76,54","14320,39","0,84","9240,65","17042,98","60,08","0,05","29510,91","29,51"
23/05/2025,01:45:00,"222,89","386,05","83,96","16177,53","0,86","9406,63","18713,56","59,96","0,05","30319,78","30,32"
23/05/2025,01:48:00,"221,58","383,79","88,22","16996,71","0,87","9654,74","19547,43","60,10","0,05","31169,62","31,17"
23/05/2025,01:51:00,"222,46","385,32","92,48","17128,20","0,83","11398,70","20574,39","59,94","0,05","32026,03","32,03"
23/05/2025,01:54:00,"222,61","385,58","93,57","17825,03","0,86","10779,16","20830,79","59,85","0,05","32917,28","32,92"
23/05/2025,01:57:00,"223,04","386,32","84,84","15964,92","0,84","10159,03","18923,12","59,99","0,05","33715,53","33,72"
23/05/2025,02:00:00,"222,15","384,77","81,94","15454,55","0,85","9615,44","18201,64","60,04","0,05","34488,25","34,49"
23/05/2025,02:03:00,"222,73","385,77","84,83","15832,86","0,84","10310,97","18894,33","59,98","0,05","35279,90","35,28"
23/05/2025,02:06:00,"222,28","385,00","95,22","17917,89","0,85","11266,31","21165,55","60,04","0,05","36175,79","36,18"
23/05/2025,02:09:00,"223,24","386,66","96,11","17649,77","0,82","12197,96","21454,71","59,90","0,05","37058,28","37,06"
23/05/2025,02:12:00,"222,99","386,24","94,82","17801,55","0,84","11408,95","21143,78","60,00","0,05","37948,36","37,95"
23/05/2025,02:15:00,"223,85","387,71","95,11","17810,64","0,84","11662,43","21289,23","60,15","0,05","38838,89","38,84"
23/05/2025,02:18:00,"221,80","384,18","82,83","16101,44","0,88","8845,81","18371,30","60,04","0,05","39643,96","39,64"
23/05/2025,02:21:00,"221,27","383,24","90,22","17219,87","0,86","10097,96","19962,28","59,99","0,05","40504,95","40,50"
23/05/2025,02:24:00,"221,55","383,74","81,35","15561,30","0,86","9094,61","18024,04","59,87","0,05","41283,02","41,28"
23/05/2025,02:27:00,"221,20","383,13","77,82","15086,42","0,88","8287,78","17213,00","60,16","0,05","42037,34","42,04"
23/05/2025,02:30:00,"220,76","382,37","89,41","16732,94","0,85","10470,78","19739,02","59,92","0,05","42873,99","42,87"
23/05/2025,02:33:00,"223,13","386,47","84,39","15926,93","0,85","10045,34","18830,19","60,00","0,05","43670,33","43,67"
23/05/2025,02:36:00,"222,51","385,40","92,66","16886,95","0,82","11828,22","20617,36","60,28","0,05","44514,68","44,51"
23/05/2025,02:39:00,"223,51","387,13","92,50","17224,29","0,83","11433,39","20673,62","59,88","0,05","45375,90","45,38"
23/05/2025,02:42:00,"221,60","383,83","90,85","17011,90","0,84","10766,60","20132,67","59,96","0,05","46226,49","46,23"
23/05/2025,02:45:00,"219,90","380,88","82,07","15668,37","0,87","8956,36","18047,56","60,12","0,05","47009,91","47,01"
23/05/2025,02:48:00,"222,06","384,63","82,82","15468,09","0,84","9947,09","18390,39","59,93","0,05","47783,32","47,78"
23/05/2025,02:51:00,"222,76","385,84","82,34","15897,70","0,87","9149,20","18342,43","59,99","0,05","48578,20","48,58"
23/05/2025,02:54:00,"221,49","383,64","88,04","17099,16","0,88","9373,24","19499,71","60,11","0,05","49433,16","49,43"
23/05/2025,02:57:00,"222,72","385,75","82,31","15716,10","0,86","9437,05","18331,77","60,02","0,05","50218,96","50,22"
23/05/2025,03:00:00,"222,11","384,70","82,22","15329,66","0,84","9925,61","18262,43","59,90","0,05","50985,45","50,99"
23/05/2025,03:03:00,"223,02","386,28","94,00","17906,42","0,85","10903,17","20964,70","59,99","0,05","51880,77","51,88"
23/05/2025,03:06:00,"221,92","384,37","86,12","16058,44","0,84","10362,41","19111,60","59,87","0,05","52683,69","52,68"
23/05/2025,03:09:00,"224,27","388,45","82,70","16023,58","0,86","9342,02","18548,00","60,07","0,05","53484,87","53,48"
23/05/2025,03:12:00,"220,28","381,53","93,29","17525,47","0,85","10730,70","20549,70","60,04","0,05","54361,14","54,36"
23/05/2025,03:15:00,"221,86","384,26","96,52","17708,51","0,83","12037,48","21412,43","60,02","0,05","55246,57","55,25"
23/05/2025,03:18:00,"222,12","384,72","87,22","16516,29","0,85","10125,05","19372,78","59,95","0,05","56072,38","56,07"
23/05/2025,03:21:00,"224,00","387,97","81,21","15002,22","0,82","10285,61","18189,57","60,07","0,05","56822,49","56,82"
23/05/2025,03:24:00,"222,17","384,81","92,40","17323,78","0,84","11015,05","20529,12","59,93","0,05","57688,68","57,69"
23/05/2025,03:27:00,"222,36","385,14","78,00","14792,23","0,85","9055,69","17344,04","60,01","0,05","58428,29","58,43"
23/05/2025,03:30:00,"223,43","386,99","84,22","16143,09","0,86","9668,70","18817,10","60,01","0,05","59235,45","59,24"
23/05/2025,03:33:00,"220,97","382,74","93,69","17230,46","0,83","11478,61","20703,80","59,92","0,05","60096,97","60,10"
23/05/2025,03:36:00,"221,16","383,07","98,32","18502,33","0,85","11422,55","21744,21","59,97","0,05","61022,09","61,02"
23/05/2025,03:39:00,"223,42","386,98","84,80","16254,59","0,86","9736,16","18947,41","60,19","0,05","61834,82","61,83"
23/05/2025,03:42:00,"222,84","385,98","93,16","18140,79","0,87","10092,24","20759,13","60,04","0,05","62741,86","62,74"
23/05/2025,03:45:00,"222,81","385,91","87,57","17093,60","0,88","9408,91","19512,02","59,98","0,05","63596,54","63,60"
23/05/2025,03:48:00,"224,34","388,56","87,96","16570,91","0,84","10712,26","19731,89","60,03","0,05","64425,08","64,43"
23/05/2025,03:51:00,"222,27","384,99","90,38","17125,19","0,85","10503,10","20089,48","60,14","0,05","65281,34","65,28"
23/05/2025,03:54:00,"222,45","385,30","90,90","16945,04","0,84","11032,67","20220,15","59,95","0,05","66128,59","66,13"
23/05/2025,03:57:00,"221,98","384,48","80,32","15021,82","0,84","9603,12","17829,05","59,97","0,05","66879,68","66,88"
23/05/2025,04:00:00,"221,43","383,53","85,20","16083,32","0,85","9862,00","18866,16","59,87","0,05","67683,85","67,68"
23/05/2025,04:03:00,"220,54","381,98","84,53","15714,61","0,84","10029,91","18642,64","59,90","0,05","68469,58","68,47"
23/05/2025,04:06:00,"222,76","385,84","88,46","16665,40","0,85","10517,02","19706,43","60,11","0,05","69302,85","69,30"
23/05/2025,04:09:00,"223,37","386,89","94,56","18161,90","0,86","10785,06","21122,79","59,85","0,05","70210,95","70,21"
23/05/2025,04:12:00,"222,41","385,22","84,69","15811,45","0,84","10237,20","18836,19","60,15","0,05","71001,52","71,00"
23/05/2025,04:15:00,"222,30","385,03","80,49","15339,55","0,86","9210,87","17892,51","60,04","0,05","71768,50","71,77"
23/05/2025,04:18:00,"221,62","383,85","95,49","17374,92","0,82","12079,24","21161,19","59,97","0,05","72637,24","72,64"
23/05/2025,04:21:00,"223,24","386,67","81,42","15507,39","0,85","9481,18","18176,14","60,06","0,05","73412,61","73,41"
23/05/2025,04:24:00,"223,08","386,38","82,72","15930,23","0,86","9312,81","18452,66","59,94","0,05","74209,12","74,21"
23/05/2025,04:27:00,"221,60","383,82","96,93","18735,21","0,87","10503,51","21478,64","60,05","0,05","75145,88","75,15"
23/05/2025,04:30:00,"221,69","383,97","90,77","16948,19","0,84","10847,86","20122,55","59,79","0,05","75993,29","75,99"
23/05/2025,04:33:00,"222,37","385,16","94,43","17872,68","0,85","11021,83","20997,94","59,94","0,05","76886,93","76,89"
23/05/2025,04:36:00,"222,39","385,18","89,95","16972,88","0,85","10586,84","20004,00","60,10","0,05","77735,57","77,74"
23/05/2025,04:39:00,"225,07","389,84","94,08","18019,03","0,85","11121,97","21175,07","60,22","0,05","78636,52","78,64"
23/05/2025,04:42:00,"221,56","383,76","81,43","15327,68","0,85","9517,96","18042,43","60,00","0,05","79402,91","79,40"
23/05/2025,04:45:00,"222,11","384,70","96,69","18545,57","0,86","10827,22","21474,80","60,03","0,05","80330,19","80,33"
23/05/2025,04:48:00,"222,23","384,91","92,17","17361,46","0,85","10869,30","20483,21","59,99","0,05","81198,26","81,20"
23/05/2025,04:51:00,"222,02","384,55","90,33","16616,31","0,83","11231,27","20056,01","60,02","0,05","82029,07","82,03"
23/05/2025,04:54:00,"221,15","383,04","86,26","16261,15","0,85","9973,10","19075,84","60,06","0,05","82842,13","82,84"
23/05/2025,04:57:00,"223,53","387,17","90,32","17080,42","0,85","10763,59","20188,99","59,89","0,05","83696,15","83,70"
23/05/2025,05:00:00,"222,74","385,80","92,76","18083,99","0,88","9993,35","20661,50","60,05","0,05","84600,35","84,60"
23/05/2025,05:03:00,"222,88","386,04","98,17","18655,84","0,85","11433,75","21880,83","60,00","0,05","85533,14","85,53"
23/05/2025,05:06:00,"225,30","390,23","85,96","16497,34","0,85","10145,79","19367,47","60,00","0,05","86358,01","86,36"
23/05/2025,05:09:00,"222,84","385,97","83,76","15232,76","0,82","10785,07","18664,26","60,02","0,05","87119,65","87,12"
23/05/2025,05:12:00,"222,73","385,78","87,19","17141,52","0,88","9127,67","19420,25","60,04","0,05","87976,72","87,98"
23/05/2025,05:15:00,"222,64","385,62","92,67","17666,89","0,86","10658,46","20633,03","60,04","0,05","88860,07","88,86"
23/05/2025,05:18:00,"222,42","385,24","91,03","16817,06","0,83","11276,26","20247,65","60,05","0,05","89700,92","89,70"
23/05/2025,05:21:00,"223,46","387,05","92,82","18045,01","0,87","10225,06","20740,64","60,02","0,05","90603,17","90,60"
23/05/2025,05:24:00,"221,76","384,10","89,49","16627,49","0,84","10832,56","19844,85","60,12","0,05","91434,55","91,43"
23/05/2025,05:27:00,"221,99","384,51","94,78","18051,43","0,86","10811,27","21041,33","59,91","0,05","92337,12","92,34"
23/05/2025,05:30:00,"222,43","385,26","88,31","16780,76","0,85","10209,32","19642,41","59,78","0,05","93176,16","93,18"
23/05/2025,05:33:00,"223,44","387,00","88,14","17076,18","0,87","9808,36","19692,64","59,99","0,05","94029,97","94,03"
23/05/2025,05:36:00,"224,38","388,65","85,02","16112,09","0,84","10215,50","19077,63","59,97","0,05","94835,57","94,84"
23/05/2025,05:39:00,"223,03","386,29","94,26","17800,01","0,85","11183,68","21021,78","59,83","0,05","95725,57","95,73"
23/05/2025,05:42:00,"223,62","387,32","84,40","16301,88","0,86","9509,09","18872,58","60,02","0,05","96540,67","96,54"
23/05/2025,05:45:00,"222,33","385,08","85,08","16158,89","0,85","9833,96","18916,04","59,87","0,05","97348,61","97,35"
23/05/2025,05:48:00,"223,75","387,55","92,07","17789,51","0,86","10390,40","20601,62","60,13","0,05","98238,09","98,24"
23/05/2025,05:51:00,"222,95","386,16","86,23","16183,34","0,84","10379,77","19226,03","59,96","0,05","99047,25","99,05"
23/05/2025,05:54:00,"223,13","386,47","82,02","15098,35","0,82","10342,91","18301,26","60,09","0,05","99802,17","99,80"
23/05/2025,05:57:00,"222,30","385,04","92,97","17186,13","0,83","11481,01","20668,25","60,02","0,05","100661,48","100,66"
23/05/2025,06:00:00,"222,73","385,78","91,99","16981,53","0,83","11463,31","20488,53","59,94","0,05","101510,55","101,51"
23/05/2025,06:03:00,"222,33","385,09","92,90","17119,77","0,83","11555,19","20654,51","60,14","0,05","102366,54","102,37"
23/05/2025,06:06:00,"222,61","385,57","89,39","17250,34","0,87","9919,41","19898,97","60,20","0,05","103229,06","103,23"
23/05/2025,06:09:00,"223,06","386,35","84,52","16125,41","0,86","9769,25","18853,83","59,96","0,05","104035,33","104,04"
23/05/2025,06:12:00,"221,49","383,63","88,66","17224,05","0,88","9429,53","19636,29","59,99","0,05","104896,53","104,90"
23/05/2025,06:15:00,"221,28","383,26","90,47","17241,59","0,86","10170,80","20017,93","59,97","0,05","105758,61","105,76"
23/05/2025,06:18:00,"223,45","387,02","83,04","15713,32","0,85","9867,66","18554,76","60,05","0,05","106544,28","106,54"
23/05/2025,06:21:00,"221,50","383,65","99,20","18837,44","0,86","11313,19","21973,56","60,10","0,05","107486,15","107,49"
23/05/2025,06:24:00,"221,42","383,52","82,62","16013,29","0,88","8844,80","18293,60","59,98","0,05","108286,81","108,29"
23/05/2025,06:27:00,"223,73","387,51","96,18","17731,49","0,82","12191,64","21518,41","60,01","0,05","109173,39","109,17"
23/05/2025,06:30:00,"223,70","387,46","76,13","14460,78","0,85","8993,61","17029,36","59,95","0,05","109896,43","109,90"
23/05/2025,06:33:00,"223,06","386,34","83,87","15826,45","0,85","9974,09","18707,19","59,96","0,05","110687,75","110,69"
23/05/2025,06:36:00,"221,72","384,03","100,78","18728,02","0,84","12189,24","22345,38","59,92","0,05","111624,15","111,62"
23/05/2025,06:39:00,"222,41","385,23","93,34","17334,23","0,83","11423,63","20759,93","60,09","0,05","112490,86","112,49"
23/05/2025,06:42:00,"223,20","386,60","89,62","17099,78","0,85","10381,63","20004,52","60,01","0,05","113345,85","113,35"
23/05/2025,06:45:00,"224,12","388,20","84,37","15526,05","0,82","10793,69","18909,31","60,05","0,05","114122,15","114,12"
23/05/2025,06:48:00,"222,64","385,63","89,72","16640,25","0,83","11052,24","19976,23","60,05","0,05","114954,17","114,95"
23/05/2025,06:51:00,"221,75","384,08","91,59","16988,49","0,84","11130,01","20309,75","60,05","0,05","115803,59","115,80"
23/05/2025,06:54:00,"222,28","385,01","81,85","15517,28","0,85","9497,42","18193,05","59,95","0,05","116579,46","116,58"
23/05/2025,06:57:00,"222,82","385,93","87,24","16736,54","0,86","9887,86","19439,18","59,84","0,05","117416,28","117,42"
23/05/2025,07:00:00,"222,83","385,96","86,44","16350,55","0,85","10182,98","19262,23","60,09","0,05","118233,81","118,23"
23/05/2025,07:03:00,"221,78","384,14","93,44","17833,66","0,86","10553,47","20722,33","60,01","0,05","119125,49","119,13"
23/05/2025,07:06:00,"223,43","387,00","90,92","17102,20","0,84","10962,05","20313,84","60,07","0,05","119980,60","119,98"
23/05/2025,07:09:00,"222,75","385,82","81,51","15282,61","0,84","9803,07","18156,50","59,94","0,05","120744,73","120,74"
23/05/2025,07:12:00,"223,29","386,75","93,10","17674,36","0,85","10945,15","20788,92","59,97","0,05","121628,45","121,63"
23/05/2025,07:15:00,"221,77","384,12","89,51","16862,62","0,85","10476,36","19852,00","59,84","0,05","122471,58","122,47"
23/05/2025,07:18:00,"222,61","385,58","95,38","17932,62","0,84","11369,15","21232,91","59,96","0,05","123368,21","123,37"
23/05/2025,07:21:00,"221,78","384,13","92,11","17298,77","0,85","10866,76","20428,75","59,89","0,05","124233,15","124,23"
23/05/2025,07:24:00,"222,09","384,67","89,39","16554,07","0,83","10957,25","19851,91","60,04","0,05","125060,86","125,06"
23/05/2025,07:27:00,"222,82","385,94","90,16","17779,56","0,88","9355,04","20090,53","60,16","0,05","125949,83","125,95"
23/05/2025,07:30:00,"221,83","384,22","91,15","17318,29","0,86","10434,96","20219,09","60,06","0,05","126815,75","126,82"
23/05/2025,07:33:00,"222,34","385,10","88,15","16317,71","0,83","10854,92","19598,40","60,09","0,05","127631,63","127,63"
23/05/2025,07:36:00,"223,75","387,54","89,37","17023,07","0,85","10489,90","19995,57","59,75","0,05","128482,79","128,48"
23/05/2025,07:39:00,"222,65","385,64","92,81","17766,87","0,86","10550,97","20663,60","59,97","0,05","129371,13","129,37"
23/05/2025,07:42:00,"222,71","385,74","92,79","17447,21","0,84","11075,06","20665,48","59,98","0,05","130243,49","130,24"
23/05/2025,07:45:00,"222,55","385,47","93,21","18027,38","0,87","10263,27","20744,18","60,08","0,05","131144,86","131,14"
23/05/2025,07:48:00,"224,82","389,40","81,51","15954,02","0,87","9015,49","18325,12","59,88","0,05","131942,56","131,94"
23/05/2025,07:51:00,"223,56","387,21","83,61","15614,64","0,84","10273,91","18691,45","60,12","0,05","132723,29","132,72"
23/05/2025,07:54:00,"222,49","385,36","88,83","17035,78","0,86","10017,20","19762,65","60,01","0,05","133575,08","133,58"
23/05/2025,07:57:00,"220,33","381,63","88,85","16882,35","0,86","9910,66","19576,39","60,10","0,05","134419,20","134,42"
23/05/2025,08:00:00,"220,70","382,26","156,93","31300,27","0,90","14822,99","34632,75","59,93","0,05","135984,21","135,98"
23/05/2025,08:03:00,"221,74","384,07","178,70","34645,82","0,87","19231,52","39625,55","59,92","0,05","137716,50","137,72"
23/05/2025,08:06:00,"224,54","388,92","158,22","31421,93","0,88","16580,95","35528,38","60,03","0,05","139287,60","139,29"
23/05/2025,08:09:00,"222,18","384,83","159,52","31125,69","0,88","16952,52","35442,87","59,88","0,05","140843,88","140,84"
23/05/2025,08:12:00,"222,52","385,41","154,47","30809,44","0,90","15239,83","34372,58","60,01","0,05","142384,36","142,38"
23/05/2025,08:15:00,"220,86","382,54","157,85","30830,77","0,88","16277,12","34863,75","59,99","0,05","143925,89","143,93"
23/05/2025,08:18:00,"222,36","385,15","157,30","30765,95","0,88","16642,40","34978,75","59,94","0,05","145464,19","145,46"
23/05/2025,08:21:00,"223,07","386,37","157,57","32653,84","0,93","13010,20","35150,23","60,00","0,05","147096,88","147,10"
23/05/2025,08:24:00,"221,25","383,22","157,60","32386,76","0,93","12921,83","34869,41","59,92","0,05","148716,22","148,72"
23/05/2025,08:27:00,"222,02","384,55","175,20","35172,82","0,90","16611,44","38898,16","60,17","0,05","150474,86","150,47"
23/05/2025,08:30:00,"221,44","383,54","158,84","31344,97","0,89","15955,34","35172,15","60,05","0,05","152042,11","152,04"
23/05/2025,08:33:00,"221,98","384,47","188,67","37682,18","0,90","18275,63","41880,13","59,99","0,05","153926,22","153,93"
23/05/2025,08:36:00,"221,49","383,63","162,88","32109,24","0,89","16445,69","36075,81","60,05","0,05","155531,68","155,53"
23/05/2025,08:39:00,"223,27","386,71","146,71","29740,50","0,91","13727,02","32755,59","59,90","0,05","157018,71","157,02"
23/05/2025,08:42:00,"223,45","387,03","177,86","34928,66","0,88","18961,99","39743,78","59,91","0,05","158765,14","158,77"
23/05/2025,08:45:00,"221,95","384,42","188,73","37689,16","0,90","18281,11","41888,80","60,05","0,05","160649,60","160,65"
23/05/2025,08:48:00,"222,53","385,44","177,61","35750,85","0,90","16850,97","39523,14","59,80","0,05","162437,14","162,44"
23/05/2025,08:51:00,"222,98","386,22","174,25","35741,22","0,92","15237,87","38853,92","60,05","0,05","164224,20","164,22"
23/05/2025,08:54:00,"223,34","386,84","179,14","36188,96","0,90","17065,49","40010,89","59,93","0,05","166033,65","166,03"
23/05/2025,08:57:00,"221,41","383,50","158,61","32144,85","0,92","14143,97","35118,98","60,03","0,05","167640,89","167,64"
23/05/2025,09:00:00,"223,66","387,39","159,43","32182,09","0,90","15358,06","35658,89","60,11","0,05","169250,00","169,25"
23/05/2025,09:03:00,"222,31","385,06","162,01","32504,24","0,90","15513,01","36016,38","59,84","0,05","170875,21","170,88"
23/05/2025,09:06:00,"223,68","387,43","184,05","36390,73","0,88","19249,81","41168,44","60,03","0,05","172694,75","172,69"
23/05/2025,09:09:00,"223,82","387,67","163,13","31860,05","0,87","17834,70","36512,18","59,88","0,05","174287,75","174,29"
23/05/2025,09:12:00,"222,40","385,21","168,09","32768,50","0,88","17994,15","37384,00","60,06","0,05","175926,17","175,93"
23/05/2025,09:15:00,"222,90","386,07","186,17","37021,77","0,89","18744,62","41496,65","60,14","0,05","177777,26","177,78"
23/05/2025,09:18:00,"222,57","385,50","177,87","36242,42","0,92","15927,87","39588,01","60,17","0,05","179589,38","179,59"
23/05/2025,09:21:00,"222,69","385,70","173,77","34942,58","0,90","16626,56","38696,60","59,97","0,05","181336,51","181,34"
23/05/2025,09:24:00,"222,84","385,97","162,15","32704,87","0,91","15365,35","36134,51","59,99","0,05","182971,75","182,97"
23/05/2025,09:27:00,"221,97","384,47","162,55","32162,03","0,89","16353,92","36081,12","60,08","0,05","184579,86","184,58"
23/05/2025,09:30:00,"222,86","386,01","174,27","34635,10","0,89","17573,60","38838,40","60,06","0,05","186311,61","186,31"
23/05/2025,09:33:00,"221,52","383,68","170,01","34530,86","0,92","15031,77","37660,78","60,12","0,05","188038,15","188,04"
23/05/2025,09:36:00,"221,81","384,19","158,86","32491,26","0,92","13634,49","35236,08","60,02","0,05","189662,72","189,66"
23/05/2025,09:39:00,"223,77","387,58","168,63","34187,75","0,91","15969,86","37733,79","59,97","0,05","191372,10","191,37"
23/05/2025,09:42:00,"222,30","385,04","186,02","37823,85","0,91","16717,43","41353,55","60,22","0,05","193263,30","193,26"
23/05/2025,09:45:00,"223,75","387,54","154,69","31080,87","0,90","15228,07","34610,91","60,00","0,05","194817,34","194,82"
23/05/2025,09:48:00,"224,60","389,01","142,13","29775,76","0,93","11509,34","31922,73","59,99","0,05","196306,13","196,31"
23/05/2025,09:51:00,"222,32","385,06","146,07","29265,43","0,90","14072,13","32472,91","59,88","0,05","197769,40","197,77"
23/05/2025,09:54:00,"222,48","385,35","159,66","32999,68","0,93","13145,97","35521,76","59,87","0,05","199419,38","199,42"
23/05/2025,09:57:00,"221,99","384,50","159,64","32010,69","0,90","15207,15","35439,26","59,98","0,05","201019,92","201,02"
23/05/2025,10:00:00,"223,10","386,42","163,23","33153,82","0,91","15066,86","36416,84","60,00","0,05","202677,61","202,68"
23/05/2025,10:03:00,"220,50","381,92","164,37","31530,40","0,87","17873,83","36244,17","60,00","0,05","204254,13","204,25"
23/05/2025,10:06:00,"224,36","388,60","166,76","34091,66","0,91","15414,40","37414,50","60,22","0,05","205958,71","205,96"
23/05/2025,10:09:00,"223,76","387,56","169,12","34085,36","0,90","16440,47","37843,11","60,04","0,05","207662,98","207,66"
23/05/2025,10:12:00,"222,55","385,47","167,86","34573,54","0,93","14150,26","37357,19","59,88","0,05","209391,66","209,39"
23/05/2025,10:15:00,"221,91","384,37","181,08","36847,39","0,92","16030,10","40183,26","59,86","0,05","211234,03","211,23"
23/05/2025,10:18:00,"220,79","382,43","142,22","29122,17","0,93","11743,01","31400,62","59,99","0,05","212690,14","212,69"
23/05/2025,10:21:00,"221,61","383,84","170,41","33554,51","0,89","17327,53","37764,38","59,86","0,05","214367,86","214,37"
23/05/2025,10:24:00,"221,83","384,21","174,99","35612,58","0,92","15445,08","38817,60","60,04","0,05","216148,49","216,15"
23/05/2025,10:27:00,"222,51","385,39","159,50","32052,39","0,90","15238,26","35490,29","60,03","0,05","217751,11","217,75"
23/05/2025,10:30:00,"222,45","385,29","165,56","33110,52","0,90","16125,69","36828,58","60,06","0,05","219406,64","219,41"
23/05/2025,10:33:00,"222,55","385,46","178,79","35331,81","0,89","18299,35","39789,48","60,14","0,05","221173,23","221,17"
23/05/2025,10:36:00,"222,63","385,61","162,78","32480,99","0,90","16071,02","36239,37","60,13","0,05","222797,28","222,80"
23/05/2025,10:39:00,"221,69","383,98","166,93","32043,27","0,87","18512,72","37006,65","60,06","0,05","224399,44","224,40"
23/05/2025,10:42:00,"225,29","390,21","186,38","37098,54","0,88","19664,68","41988,11","60,14","0,05","226254,37","226,25"
23/05/2025,10:45:00,"223,60","387,29","163,38","31852,51","0,87","17889,03","36532,18","59,99","0,05","227846,99","227,85"
23/05/2025,10:48:00,"223,39","386,92","168,22","34013,54","0,91","15978,23","37579,58","60,18","0,05","229547,67","229,55"
