Data,Horário,Tensao_Fase_A,Tensao_De_Linha_AB,Corrente_Fase_A,Potencia_Ativa_Fase_A,fator_De_Potencia_Fase_A,Potencia_Reativa_Fase_A,Potencia_Aparente_Fase_A,Frequencia_Fase_A,Intervalos em Hora,C (Wh),C (kWh)
23/05/2025,01:15:00,"222,14","384,76","85,05","16452,33","0,87","9286,07","18892,07","59,94","0,05","21372,95","21,37"
23/05/2025,01:18:00,"222,48","385,35","82,25","15048,98","0,82","10411,36","18299,41","59,93","0,05","22125,40","22,13"
23/05/2025,01:21:00,"223,08","386,39","97,44","18173,15","0,84","11928,48","21738,27","60,05","0,05","23034,06","23,03"
23/05/2025,01:24:00,"222,07","384,64","92,56","17322,53","0,84","11067,42","20556,21","60,15","0,05","23900,18","23,90"
23/05/2025,01:27:00,"223,67","387,41","91,54","17677,60","0,86","10328,82","20473,93","59,95","0,05","24784,06","24,78"
23/05/2025,01:30:00,"221,73","384,05","94,80","17481,81","0,83","11673,50","21021,05","59,91","0,05","25658,15","25,66"
23/05/2025,01:33:00,"221,02","382,83","91,34","17426,49","0,86","10194,45","20189,34","59,87","0,05","26529,48","26,53"
23/05/2025,01:36:00,"219,92","380,91","92,20","17424,27","0,86","10368,96","20276,10","59,97","0,05","27400,69","27,40"
23/05/2025,01:39:00,"221,31","383,32","87,94","16494,72","0,85","10329,55","19462,15","59,98","0,05","28225,43","28,23"
23/05/2025,01:42:00,"220,17","381,35","92,64","17295,03","0,85","10811,39","20396,18","59,98","0,05","29090,18","29,09"
23/05/2025,01:45:00,"222,88","386,03","76,47","14691,04","0,86","8639,03","17042,88","59,89","0,05","29824,73","29,82"
23/05/2025,01:48:00,"221,54","383,72","89,95","16854,33","0,85","10629,80","19926,39","60,02","0,05","30667,45","30,67"
23/05/2025,01:51:00,"221,93","384,39","93,85","17677,49","0,85","11015,32","20828,60","60,20","0,05","31551,32","31,55"
23/05/2025,01:54:00,"222,14","384,76","81,06","15520,51","0,86","9131,52","18007,52","60,04","0,05","32327,35","32,33"
23/05/2025,01:57:00,"223,18","386,56","89,70","17518,41","0,88","9688,33","20018,95","59,87","0,05","33203,27","33,20"
23/05/2025,02:00:00,"222,42","385,25","92,22","17574,29","0,86","10576,41","20511,36","60,04","0,05","34081,98","34,08"
23/05/2025,02:03:00,"223,51","387,13","89,69","17166,25","0,86","10352,36","20046,23","60,04","0,05","34940,30","34,94"
23/05/2025,02:06:00,"223,69","387,44","80,45","15747,35","0,88","8709,28","17995,29","60,17","0,05","35727,66","35,73"
23/05/2025,02:09:00,"222,95","386,16","80,25","15673,90","0,88","8625,97","17890,74","60,18","0,05","36511,36","36,51"
23/05/2025,02:12:00,"220,31","381,59","82,91","15505,29","0,85","9656,12","18266,22","60,14","0,05","37286,62","37,29"
23/05/2025,02:15:00,"222,26","384,97","87,25","15824,67","0,82","11208,66","19392,12","60,01","0,05","38077,86","38,08"
23/05/2025,02:18:00,"223,79","387,62","92,02","17370,26","0,84","11060,49","20592,72","60,01","0,05","38946,37","38,95"
23/05/2025,02:21:00,"222,87","386,02","91,78","17459,49","0,85","10659,15","20456,08","59,99","0,05","39819,34","39,82"
23/05/2025,02:24:00,"222,70","385,73","84,99","16103,85","0,85","9946,07","18927,71","60,08","0,05","40624,54","40,62"
23/05/2025,02:27:00,"222,05","384,61","87,48","16905,68","0,87","9568,86","19425,89","60,11","0,05","41469,82","41,47"
23/05/2025,02:30:00,"221,59","383,81","95,29","17491,29","0,83","11829,56","21115,96","60,09","0,05","42344,38","42,34"
23/05/2025,02:33:00,"221,29","383,29","79,42","15227,34","0,87","8775,10","17574,82","60,03","0,05","43105,75","43,11"
23/05/2025,02:36:00,"223,40","386,94","83,16","15787,29","0,85","9792,23","18577,57","59,90","0,05","43895,12","43,90"
23/05/2025,02:39:00,"221,87","384,30","78,90","14536,61","0,83","9753,67","17505,63","60,05","0,05","44621,95","44,62"
23/05/2025,02:42:00,"222,58","385,53","88,21","16439,06","0,84","10733,91","19633,12","59,99","0,05","45443,90","45,44"
23/05/2025,02:45:00,"223,40","386,93","89,71","17339,01","0,87","10050,70","20041,40","60,04","0,05","46310,85","46,31"
23/05/2025,02:48:00,"220,72","382,29","88,56","17082,78","0,87","9498,99","19546,16","60,01","0,05","47164,99","47,16"
23/05/2025,02:51:00,"222,42","385,24","76,66","14971,29","0,88","8160,97","17051,12","59,89","0,05","47913,55","47,91"
23/05/2025,02:54:00,"222,79","385,88","92,23","17321,63","0,84","11054,97","20548,75","60,02","0,05","48779,63","48,78"
23/05/2025,02:57:00,"223,14","386,48","83,07","15719,07","0,85","9824,21","18536,57","59,98","0,05","49565,59","49,57"
23/05/2025,03:00:00,"221,22","383,16","88,85","16837,89","0,86","10139,10","19654,92","59,82","0,05","50407,48","50,41"
23/05/2025,03:03:00,"222,25","384,95","94,16","17554,96","0,84","11392,79","20927,78","60,14","0,05","51285,23","51,29"
23/05/2025,03:06:00,"220,06","381,15","78,91","14677,69","0,85","9280,19","17365,38","60,14","0,05","52019,12","52,02"
23/05/2025,03:09:00,"224,44","388,73","93,95","18363,22","0,87","10364,31","21086,18","60,02","0,05","52937,28","52,94"
23/05/2025,03:12:00,"222,00","384,51","96,44","18173,98","0,85","11318,14","21410,13","59,93","0,05","53845,98","53,85"
23/05/2025,03:15:00,"221,10","382,95","84,22","16015,88","0,86","9497,92","18620,38","60,09","0,05","54646,77","54,65"
23/05/2025,03:18:00,"223,67","387,40","83,40","15809,12","0,85","9902,33","18654,35","59,97","0,05","55437,23","55,44"
23/05/2025,03:21:00,"221,58","383,78","80,75","15527,42","0,87","8891,51","17893,01","60,07","0,05","56213,60","56,21"
23/05/2025,03:24:00,"223,68","387,43","92,63","17513,29","0,85","11073,64","20720,54","60,07","0,05","57089,26","57,09"
23/05/2025,03:27:00,"223,80","387,64","93,04","17865,49","0,86","10696,99","20823,09","60,03","0,05","57982,54","57,98"
23/05/2025,03:30:00,"221,78","384,13","80,37","15497,61","0,87","8804,47","17823,99","59,98","0,05","58757,42","58,76"
23/05/2025,03:33:00,"222,10","384,70","86,70","16670,55","0,87","9636,67","19255,45","60,00","0,05","59590,94","59,59"
23/05/2025,03:36:00,"222,56","385,48","82,46","16015,08","0,87","8963,91","18353,05","59,93","0,05","60391,70","60,39"
23/05/2025,03:39:00,"222,79","385,88","85,64","16217,27","0,85","10051,10","19079,43","59,94","0,05","61202,56","61,20"
23/05/2025,03:42:00,"222,12","384,72","80,21","15246,19","0,86","9218,09","17816,27","59,81","0,05","61964,87","61,96"
23/05/2025,03:45:00,"223,72","387,50","81,48","15433,77","0,85","9698,18","18227,89","59,94","0,05","62736,56","62,74"
23/05/2025,03:48:00,"221,09","382,93","85,34","16268,76","0,86","9557,93","18868,67","60,00","0,05","63550,00","63,55"
23/05/2025,03:51:00,"221,94","384,42","78,85","14905,24","0,85","9172,02","17501,21","59,83","0,05","64295,26","64,30"
23/05/2025,03:54:00,"222,45","385,29","97,50","17988,05","0,83","12117,48","21688,78","60,13","0,05","65194,66","65,19"
23/05/2025,03:57:00,"222,55","385,47","91,58","17290,86","0,85","10788,74","20380,65","59,90","0,05","66059,20","66,06"
23/05/2025,04:00:00,"222,99","386,23","87,99","16304,82","0,83","10913,29","19620,07","60,07","0,05","66874,44","66,87"
23/05/2025,04:03:00,"223,01","386,26","88,86","16948,33","0,86","10267,34","19815,76","59,92","0,05","67721,86","67,72"
23/05/2025,04:06:00,"223,08","386,39","89,02","17393,55","0,88","9580,70","19857,63","60,09","0,05","68591,54","68,59"
23/05/2025,04:09:00,"222,43","385,25","96,88","18209,88","0,85","11523,66","21549,81","60,10","0,05","69502,03","69,50"
23/05/2025,04:12:00,"220,96","382,71","101,87","18406,55","0,82","12954,79","22508,39","59,99","0,05","70422,36","70,42"
23/05/2025,04:15:00,"222,27","384,98","94,96","18249,32","0,86","10605,42","21107,17","60,04","0,05","71334,83","71,33"
23/05/2025,04:18:00,"223,57","387,24","83,22","15567,74","0,84","10188,52","18605,39","59,94","0,05","72113,21","72,11"
23/05/2025,04:21:00,"223,50","387,12","88,27","16415,17","0,83","10941,98","19727,76","60,13","0,05","72933,97","72,93"
23/05/2025,04:24:00,"220,99","382,77","82,77","15212,69","0,83","10155,81","18291,16","59,97","0,05","73694,61","73,69"
23/05/2025,04:27:00,"223,16","386,53","92,91","17879,13","0,86","10500,69","20734,70","60,02","0,05","74588,56","74,59"
23/05/2025,04:30:00,"223,67","387,41","83,07","15945,13","0,86","9537,18","18579,69","59,91","0,05","75385,82","75,39"
23/05/2025,04:33:00,"220,31","381,59","93,31","16788,34","0,82","11863,40","20556,96","59,98","0,05","76225,24","76,23"
23/05/2025,04:36:00,"222,66","385,66","80,73","15153,54","0,84","9668,73","17975,37","60,01","0,05","76982,91","76,98"
23/05/2025,04:39:00,"222,50","385,38","81,33","15325,04","0,85","9621,19","18094,87","60,00","0,05","77749,17","77,75"
23/05/2025,04:42:00,"222,52","385,41","86,32","16185,52","0,84","10343,20","19208,14","60,02","0,05","78558,44","78,56"
23/05/2025,04:45:00,"221,97","384,46","91,33","17246,37","0,85","10653,88","20271,72","60,03","0,05","79420,76","79,42"
23/05/2025,04:48:00,"220,79","382,42","84,65","15972,57","0,85","9705,14","18689,91","59,96","0,05","80219,39","80,22"
23/05/2025,04:51:00,"223,89","387,79","96,32","17912,01","0,83","12008,84","21565,07","60,00","0,05","81114,99","81,11"
23/05/2025,04:54:00,"222,71","385,75","88,99","16955,60","0,86","10262,96","19819,71","59,93","0,05","81962,77","81,96"
23/05/2025,04:57:00,"222,64","385,63","83,72","15765,40","0,85","9945,55","18640,33","60,00","0,05","82751,04","82,75"
23/05/2025,05:00:00,"222,26","384,97","96,01","18122,15","0,85","11266,39","21338,79","60,02","0,05","83657,15","83,66"
23/05/2025,05:03:00,"221,67","383,95","78,07","15072,07","0,87","8505,79","17306,52","60,12","0,05","84410,75","84,41"
23/05/2025,05:06:00,"221,93","384,40","92,91","17857,99","0,87","10308,36","20619,65","59,99","0,05","85303,65","85,30"
23/05/2025,05:09:00,"223,45","387,03","81,32","15816,48","0,87","8945,01","18170,70","59,93","0,05","86094,47","86,09"
23/05/2025,05:12:00,"223,19","386,58","82,84","15750,34","0,85","9683,75","18489,14","60,05","0,05","86881,99","86,88"
23/05/2025,05:15:00,"223,57","387,24","87,04","16445,93","0,85","10401,24","19459,05","59,93","0,05","87704,29","87,70"
23/05/2025,05:18:00,"222,48","385,35","82,71","15160,11","0,82","10430,18","18401,56","60,17","0,05","88462,29","88,46"
23/05/2025,05:21:00,"221,69","383,98","83,29","15539,10","0,84","9972,92","18464,09","59,96","0,05","89239,25","89,24"
23/05/2025,05:24:00,"223,62","387,33","78,45","14887,47","0,85","9282,06","17544,04","59,75","0,05","89983,62","89,98"
23/05/2025,05:27:00,"223,53","387,17","84,26","16392,13","0,87","9274,31","18833,87","60,10","0,05","90803,23","90,80"
23/05/2025,05:30:00,"221,59","383,81","86,47","16160,59","0,84","10292,68","19159,96","59,92","0,05","91611,26","91,61"
23/05/2025,05:33:00,"223,10","386,42","92,76","17345,97","0,84","11287,36","20695,10","60,13","0,05","92478,56","92,48"
23/05/2025,05:36:00,"221,80","384,17","81,10","15468,78","0,86","9180,73","17988,03","59,98","0,05","93252,00","93,25"
23/05/2025,05:39:00,"222,12","384,72","86,32","16153,37","0,84","10328,23","19172,99","60,03","0,05","94059,66","94,06"
23/05/2025,05:42:00,"223,27","386,72","84,31","15912,17","0,85","10056,16","18823,48","59,78","0,05","94855,27","94,86"
23/05/2025,05:45:00,"223,88","387,76","82,95","15560,68","0,84","10137,26","18571,45","59,95","0,05","95633,31","95,63"
23/05/2025,05:48:00,"224,19","388,30","82,53","15851,78","0,86","9540,90","18501,56","59,77","0,05","96425,89","96,43"
23/05/2025,05:51:00,"223,26","386,70","82,66","15168,25","0,82","10513,81","18455,79","59,93","0,05","97184,31","97,18"
23/05/2025,05:54:00,"223,03","386,30","87,12","16107,54","0,83","10868,70","19431,45","59,85","0,05","97989,68","97,99"
23/05/2025,05:57:00,"221,82","384,20","98,37","17858,07","0,82","12539,52","21820,87","59,98","0,05","98882,59","98,88"
23/05/2025,06:00:00,"222,81","385,92","90,40","17044,65","0,85","10734,49","20143,22","60,02","0,05","99734,82","99,73"
23/05/2025,06:03:00,"222,91","386,08","91,23","17592,36","0,87","10202,47","20336,70","59,85","0,05","100614,44","100,61"
23/05/2025,06:06:00,"223,61","387,30","81,62","15169,34","0,83","10149,20","18251,44","60,07","0,05","101372,91","101,37"
23/05/2025,06:09:00,"222,66","385,65","87,99","16437,02","0,84","10659,17","19590,65","60,02","0,05","102194,76","102,19"
23/05/2025,06:12:00,"221,70","384,00","89,54","16859,26","0,85","10480,90","19851,55","60,02","0,05","103037,72","103,04"
23/05/2025,06:15:00,"222,42","385,25","93,09","17482,22","0,84","11094,07","20705,22","60,08","0,05","103911,83","103,91"
23/05/2025,06:18:00,"223,22","386,63","82,19","15691,84","0,86","9505,84","18346,52","60,19","0,05","104696,42","104,70"
23/05/2025,06:21:00,"223,15","386,50","82,91","16008,12","0,87","9274,74","18500,83","60,01","0,05","105496,83","105,50"
23/05/2025,06:24:00,"221,66","383,93","83,80","15293,54","0,82","10543,09","18575,49","59,91","0,05","106261,50","106,26"
23/05/2025,06:27:00,"222,41","385,22","97,06","18422,98","0,85","11250,86","21586,76","60,04","0,05","107182,65","107,18"
23/05/2025,06:30:00,"221,44","383,54","88,87","16594,41","0,84","10577,63","19678,94","59,99","0,05","108012,37","108,01"
23/05/2025,06:33:00,"222,63","385,60","80,69","15383,61","0,86","9277,86","17964,80","60,00","0,05","108781,55","108,78"
23/05/2025,06:36:00,"223,69","387,45","84,30","15914,01","0,84","10118,45","18858,39","59,93","0,05","109577,25","109,58"
23/05/2025,06:39:00,"222,29","385,01","86,80","16092,85","0,83","10643,05","19293,90","59,99","0,05","110381,90","110,38"
23/05/2025,06:42:00,"222,77","385,84","86,59","15932,98","0,83","10874,06","19290,02","59,98","0,05","111178,55","111,18"
23/05/2025,06:45:00,"222,24","384,93","80,36","15542,17","0,87","8798,74","17859,92","60,02","0,05","111955,65","111,96"
23/05/2025,06:48:00,"223,33","386,81","96,85","18221,08","0,84","11654,25","21629,36","60,07","0,05","112866,71","112,87"
23/05/2025,06:51:00,"221,87","384,28","81,34","15875,81","0,88","8579,23","18045,62","59,94","0,05","113660,50","113,66"
23/05/2025,06:54:00,"221,32","383,33","89,66","16998,64","0,86","10238,73","19844,03","59,97","0,05","114510,43","114,51"
23/05/2025,06:57:00,"223,78","387,59","83,50","15876,31","0,85","9855,16","18686,40","59,99","0,05","115304,25","115,30"
23/05/2025,07:00:00,"222,43","385,27","84,64","15951,20","0,85","10002,13","18827,73","59,97","0,05","116101,81","116,10"
23/05/2025,07:03:00,"221,34","383,38","85,45","16252,98","0,86","9672,81","18913,55","59,95","0,05","116914,46","116,91"
23/05/2025,07:06:00,"223,86","387,73","78,87","15405,82","0,87","8623,09","17654,94","59,89","0,05","117684,75","117,68"
23/05/2025,07:09:00,"222,05","384,61","85,32","16104,72","0,85","9977,87","18945,18","59,91","0,05","118489,98","118,49"
23/05/2025,07:12:00,"221,21","383,14","92,62","17444,38","0,85","10746,54","20488,89","59,99","0,05","119362,20","119,36"
23/05/2025,07:15:00,"222,64","385,62","95,21","18626,50","0,88","10121,12","21198,67","59,85","0,05","120293,53","120,29"
23/05/2025,07:18:00,"222,62","385,59","91,69","17288,50","0,85","10852,91","20412,69","59,92","0,05","121157,95","121,16"
23/05/2025,07:21:00,"221,23","383,18","94,05","18322,90","0,88","9856,13","20805,58","60,00","0,05","122074,10","122,07"
23/05/2025,07:24:00,"223,82","387,67","88,92","16631,12","0,84","10932,74","19902,73","59,92","0,05","122905,65","122,91"
23/05/2025,07:27:00,"222,03","384,57","80,94","15510,81","0,86","9078,12","17972,13","60,14","0,05","123681,19","123,68"
23/05/2025,07:30:00,"222,60","385,55","88,28","16543,88","0,84","10606,98","19652,17","60,05","0,05","124508,39","124,51"
23/05/2025,07:33:00,"223,64","387,35","87,19","16957,30","0,87","9625,78","19498,86","60,17","0,05","125356,25","125,36"
23/05/2025,07:36:00,"222,27","384,99","87,41","16555,81","0,85","10167,59","19428,71","60,05","0,05","126184,04","126,18"
23/05/2025,07:39:00,"221,89","384,33","76,76","15013,88","0,88","8044,30","17033,13","60,12","0,05","126934,74","126,93"
23/05/2025,07:42:00,"222,08","384,65","87,76","16442,81","0,84","10463,14","19489,57","60,08","0,05","127756,88","127,76"
23/05/2025,07:45:00,"222,71","385,74","92,07","17163,30","0,84","11218,67","20504,57","59,94","0,05","128615,04","128,62"
23/05/2025,07:48:00,"222,72","385,76","87,57","16104,69","0,83","11002,24","19504,11","59,87","0,05","129420,28","129,42"
23/05/2025,07:51:00,"220,30","381,57","90,10","16657,87","0,84","10793,75","19849,17","60,12","0,05","130253,17","130,25"
23/05/2025,07:54:00,"224,21","388,34","92,51","17337,46","0,84","11386,99","20742,50","59,99","0,05","131120,04","131,12"
23/05/2025,07:57:00,"222,71","385,74","81,43","15647,32","0,86","9167,59","18135,14","60,10","0,05","131902,41","131,90"
23/05/2025,08:00:00,"222,99","386,23","164,31","33602,01","0,92","14608,62","36640,23","60,09","0,05","133582,51","133,58"
23/05/2025,08:03:00,"221,87","384,30","187,82","37462,77","0,90","18250,21","41671,69","60,08","0,05","135455,65","135,46"
23/05/2025,08:06:00,"224,69","389,17","178,06","35479,44","0,89","18489,10","40007,97","60,04","0,05","137229,62","137,23"
23/05/2025,08:09:00,"223,47","387,07","165,47","33014,13","0,89","16654,64","36977,15","59,97","0,05","138880,33","138,88"
23/05/2025,08:12:00,"222,61","385,57","178,51","35283,14","0,89","18283,24","39738,86","59,95","0,05","140644,48","140,64"
23/05/2025,08:15:00,"222,16","384,80","155,60","30663,11","0,89","15961,63","34568,78","60,00","0,05","142177,64","142,18"
23/05/2025,08:18:00,"223,92","387,83","170,78","33997,28","0,89","17509,94","38241,51","60,13","0,05","143877,50","143,88"
23/05/2025,08:21:00,"222,77","385,85","170,98","33586,28","0,88","17965,53","38089,35","60,06","0,05","145556,82","145,56"
23/05/2025,08:24:00,"221,76","384,11","154,10","30876,87","0,90","14646,95","34174,76","59,81","0,05","147100,66","147,10"
23/05/2025,08:27:00,"221,84","384,25","156,74","32200,29","0,93","13122,96","34771,69","60,01","0,05","148710,67","148,71"
23/05/2025,08:30:00,"222,52","385,42","171,63","33707,76","0,88","17953,50","38190,85","59,92","0,05","150396,06","150,40"
23/05/2025,08:33:00,"223,28","386,73","182,99","36227,24","0,89","18892,71","40857,65","60,03","0,05","152207,42","152,21"
23/05/2025,08:36:00,"223,17","386,54","159,88","32465,56","0,91","14799,12","35679,50","60,11","0,05","153830,70","153,83"
23/05/2025,08:39:00,"223,18","386,55","162,08","32248,56","0,89","16384,31","36172,02","59,82","0,05","155443,13","155,44"
23/05/2025,08:42:00,"221,96","384,45","168,38","34133,90","0,91","15223,33","37374,76","59,96","0,05","157149,83","157,15"
23/05/2025,08:45:00,"222,48","385,35","179,86","35865,99","0,90","17742,67","40014,64","60,08","0,05","158943,12","158,94"
23/05/2025,08:48:00,"222,72","385,77","177,51","36557,32","0,92","15054,11","39535,60","59,85","0,05","160770,99","160,77"
23/05/2025,08:51:00,"223,28","386,73","179,31","35283,57","0,88","18922,37","40037,32","59,97","0,05","162535,17","162,54"
23/05/2025,08:54:00,"222,43","385,26","182,61","35541,84","0,88","19664,02","40618,91","60,18","0,05","164312,26","164,31"
23/05/2025,08:57:00,"222,54","385,45","171,70","34093,96","0,89","17250,80","38209,79","59,93","0,05","166016,96","166,02"
23/05/2025,09:00:00,"219,69","380,51","168,05","33103,21","0,90","16342,94","36917,67","59,88","0,05","167672,12","167,67"
23/05/2025,09:03:00,"223,18","386,55","180,97","35754,85","0,89","18784,49","40388,94","60,06","0,05","169459,86","169,46"
23/05/2025,09:06:00,"221,17","383,07","169,46","33165,11","0,88","17457,47","37479,17","60,04","0,05","171118,12","171,12"
23/05/2025,09:09:00,"222,38","385,18","146,14","29674,57","0,91","13251,76","32499,07","59,97","0,05","172601,85","172,60"
23/05/2025,09:12:00,"222,24","384,93","174,81","34465,96","0,89","17929,26","38850,49","60,04","0,05","174325,14","174,33"
23/05/2025,09:15:00,"221,54","383,72","170,58","32812,59","0,87","18744,36","37789,12","60,06","0,05","175965,77","175,97"
23/05/2025,09:18:00,"222,40","385,20","175,04","34364,55","0,88","18290,19","38928,82","59,93","0,05","177684,00","177,68"
23/05/2025,09:21:00,"221,74","384,07","169,93","33646,81","0,89","16961,14","37680,07","60,12","0,05","179366,34","179,37"
23/05/2025,09:24:00,"219,87","380,83","192,37","37110,99","0,88","20291,80","42296,37","59,84","0,05","181221,89","181,22"
23/05/2025,09:27:00,"222,12","384,72","179,69","35622,48","0,89","18001,46","39912,58","59,89","0,05","183003,02","183,00"
23/05/2025,09:30:00,"223,96","387,91","151,46","30659,89","0,90","14511,70","33920,77","59,94","0,05","184536,01","184,54"
23/05/2025,09:33:00,"221,17","383,08","161,19","32431,83","0,91","14802,97","35650,41","59,88","0,05","186157,60","186,16"
23/05/2025,09:36:00,"221,82","384,21","168,15","32604,10","0,87","18117,57","37299,78","60,10","0,05","187787,81","187,79"
23/05/2025,09:39:00,"223,44","387,02","152,86","30186,62","0,88","15978,35","34154,64","59,99","0,05","189297,14","189,30"
23/05/2025,09:42:00,"222,54","385,45","162,35","32365,77","0,90","16056,37","36129,63","60,17","0,05","190915,43","190,92"
23/05/2025,09:45:00,"222,33","385,09","148,39","30918,20","0,94","11512,08","32991,87","59,82","0,05","192461,34","192,46"
23/05/2025,09:48:00,"223,77","387,58","152,72","29813,93","0,87","16702,70","34173,83","60,14","0,05","193952,03","193,95"
23/05/2025,09:51:00,"219,89","380,86","163,33","31827,27","0,89","16639,17","35914,31","59,90","0,05","195543,40","195,54"
23/05/2025,09:54:00,"220,88","382,58","176,09","35685,84","0,92","15469,88","38894,68","59,95","0,05","197327,69","197,33"
23/05/2025,09:57:00,"223,19","386,58","169,69","34454,21","0,91","15724,99","37873,05","60,14","0,05","199050,40","199,05"
23/05/2025,10:00:00,"221,84","384,24","151,83","30638,87","0,91","13988,99","33681,33","59,90","0,05","200582,34","200,58"
23/05/2025,10:03:00,"224,03","388,03","155,09","31396,11","0,90","14881,19","34744,29","60,05","0,05","202152,15","202,15"
23/05/2025,10:06:00,"221,69","383,99","184,93","36918,91","0,90","17829,68","40998,82","59,97","0,05","203998,09","204,00"
23/05/2025,10:09:00,"222,34","385,11","142,63","29029,79","0,92","12765,86","31712,71","60,06","0,05","205449,58","205,45"
23/05/2025,10:12:00,"221,86","384,26","174,82","34991,56","0,90","16730,76","38785,66","60,03","0,05","207199,16","207,20"
23/05/2025,10:15:00,"223,14","386,50","182,79","36029,47","0,88","19122,07","40789,41","60,15","0,05","209000,63","209,00"
23/05/2025,10:18:00,"224,64","389,08","172,76","33953,18","0,87","18794,63","38807,95","60,12","0,05","210698,29","210,70"
23/05/2025,10:21:00,"223,14","386,49","167,29","33359,03","0,89","16750,09","37328,14","59,88","0,05","212366,24","212,37"
23/05/2025,10:24:00,"222,59","385,54","155,57","31506,26","0,91","14369,44","34628,39","60,09","0,05","213941,56","213,94"
23/05/2025,10:27:00,"222,56","385,49","181,23","35324,55","0,88","19468,32","40334,10","59,99","0,05","215707,78","215,71"
23/05/2025,10:30:00,"222,09","384,66","168,09","33354,42","0,89","16765,07","37330,75","60,21","0,05","217375,51","217,38"
23/05/2025,10:33:00,"222,59","385,54","169,47","34550,20","0,92","15145,66","37724,09","59,93","0,05","219103,02","219,10"
23/05/2025,10:36:00,"222,40","385,21","170,83","34173,35","0,90","16603,67","37993,41","59,99","0,05","220811,68","220,81"
23/05/2025,10:39:00,"222,14","384,76","159,20","31494,81","0,89","16088,82","35366,27","59,98","0,05","222386,42","222,39"
23/05/2025,10:42:00,"221,59","383,81","165,26","32584,81","0,89","16709,14","36619,19","60,14","0,05","224015,66","224,02"
23/05/2025,10:45:00,"223,48","387,08","172,87","33652,30","0,87","18972,66","38632,10","60,16","0,05","225698,28","225,70"
23/05/2025,10:48:00,"222,21","384,88","174,98","34376,69","0,88","18168,29","38882,43","59,93","0,05","227417,11","227,42"
