Data,Horário,Tensao_Fase_B,Tensao_De_Linha_BC,Corrente_Fase_B,Potencia_Ativa_Fase_B,fator_De_Potencia_Fase_B,Potencia_Reativa_Fase_B,Potencia_Aparente_Fase_B,Frequencia_Fase_B,Intervalos em Hora,C (Wh),C (kWh)
01/08/2025,02:21:00,"224,33","388,55","97,00","18663,57","0,86","11188,73","21760,44","60,10","0,05","39898,37","39,90"
01/08/2025,02:24:00,"222,85","385,99","95,37","18623,28","0,88","10239,29","21252,52","60,19","0,05","40829,53","40,83"
01/08/2025,02:27:00,"224,08","388,12","97,24","18179,80","0,83","12009,44","21788,34","60,01","0,05","41738,52","41,74"
01/08/2025,02:30:00,"222,68","385,70","88,29","16528,04","0,84","10649,37","19661,78","60,26","0,05","42564,92","42,56"
01/08/2025,02:33:00,"222,51","385,40","88,05","16414,99","0,84","10693,78","19591,05","59,98","0,05","43385,67","43,39"
01/08/2025,02:36:00,"223,01","386,27","84,37","15541,01","0,83","10608,08","18816,33","60,07","0,05","44162,72","44,16"
01/08/2025,02:39:00,"223,20","386,59","80,04","14983,58","0,84","9726,52","17863,73","59,93","0,05","44911,90","44,91"
01/08/2025,02:42:00,"222,59","385,54","88,80","17078,08","0,86","9952,51","19766,47","59,87","0,05","45765,81","45,77"
01/08/2025,02:45:00,"222,87","386,03","89,26","16406,57","0,82","11250,75","19893,59","59,82","0,05","46586,13","46,59"
01/08/2025,02:48:00,"223,22","386,62","85,37","16283,20","0,85","9900,52","19056,83","59,91","0,05","47400,29","47,40"
01/08/2025,02:51:00,"221,31","383,33","79,52","15021,75","0,85","9171,03","17600,02","59,92","0,05","48151,38","48,15"
01/08/2025,02:54:00,"222,35","385,12","99,47","18589,84","0,84","11981,24","22116,34","60,06","0,05","49080,87","49,08"
01/08/2025,02:57:00,"222,09","384,67","92,38","17661,42","0,86","10441,63","20517,15","59,86","0,05","49963,94","49,96"
01/08/2025,03:00:00,"221,36","383,41","82,89","15354,17","0,84","10046,33","18348,83","60,08","0,05","50731,65","50,73"
01/08/2025,03:03:00,"223,85","387,72","83,49","16090,08","0,86","9507,89","18689,32","60,04","0,05","51536,16","51,54"
01/08/2025,03:06:00,"223,51","387,13","82,51","15944,21","0,86","9268,82","18442,58","59,96","0,05","52333,37","52,33"
01/08/2025,03:09:00,"222,56","385,48","83,29","15443,56","0,83","10252,84","18537,10","59,99","0,05","53105,55","53,11"
01/08/2025,03:12:00,"222,56","385,48","85,59","15977,07","0,84","10372,03","19048,51","60,08","0,05","53904,40","53,90"
01/08/2025,03:15:00,"221,98","384,48","85,95","15989,50","0,84","10409,79","19079,51","60,00","0,05","54703,87","54,70"
01/08/2025,03:18:00,"221,93","384,39","95,73","17780,07","0,84","11629,65","21245,70","59,97","0,05","55592,88","55,59"
01/08/2025,03:21:00,"222,33","385,09","94,07","17717,01","0,85","11112,43","20913,60","60,07","0,05","56478,73","56,48"
01/08/2025,03:24:00,"220,20","381,39","82,85","15162,44","0,83","10144,38","18243,03","60,05","0,05","57236,85","57,24"
01/08/2025,03:27:00,"221,20","383,13","97,38","17823,18","0,83","12098,09","21541,34","59,91","0,05","58128,01","58,13"
01/08/2025,03:30:00,"221,15","383,04","84,31","15983,00","0,86","9602,16","18645,58","59,84","0,05","58927,16","58,93"
01/08/2025,03:33:00,"222,08","384,65","85,14","15802,34","0,84","10380,28","18906,72","59,93","0,05","59717,28","59,72"
01/08/2025,03:36:00,"222,91","386,10","78,25","14609,44","0,84","9528,28","17442,01","60,12","0,05","60447,75","60,45"
01/08/2025,03:39:00,"221,86","384,28","83,07","15709,17","0,85","9638,01","18430,12","59,90","0,05","61233,21","61,23"
01/08/2025,03:42:00,"223,30","386,76","87,23","16692,73","0,86","10038,35","19478,60","59,89","0,05","62067,84","62,07"
01/08/2025,03:45:00,"224,08","388,12","79,40","15288,59","0,86","9102,05","17792,93","59,98","0,05","62832,27","62,83"
01/08/2025,03:48:00,"220,91","382,62","100,90","19095,78","0,86","11495,42","22288,87","59,95","0,05","63787,06","63,79"
01/08/2025,03:51:00,"221,85","384,25","86,83","16847,90","0,87","9340,70","19263,97","60,06","0,05","64629,46","64,63"
01/08/2025,03:54:00,"222,60","385,56","79,14","14882,24","0,84","9425,71","17616,04","60,11","0,05","65373,57","65,37"
01/08/2025,03:57:00,"221,61","383,83","94,59","17430,10","0,83","11642,47","20960,81","60,06","0,05","66245,07","66,25"
01/08/2025,04:00:00,"222,49","385,36","78,96","15157,93","0,86","8878,33","17566,66","59,96","0,05","67002,97","67,00"
01/08/2025,04:03:00,"221,91","384,36","79,98","15339,16","0,86","8927,36","17747,89","60,05","0,05","67769,93","67,77"
01/08/2025,04:06:00,"222,79","385,89","84,92","16336,52","0,86","9542,33","18919,25","60,11","0,05","68586,75","68,59"
01/08/2025,04:09:00,"223,15","386,51","87,23","16629,24","0,85","10116,66","19464,81","59,99","0,05","69418,22","69,42"
01/08/2025,04:12:00,"221,88","384,31","89,06","17476,72","0,88","9222,43","19760,79","60,19","0,05","70292,05","70,29"
01/08/2025,04:15:00,"222,22","384,89","77,79","14749,61","0,85","9014,69","17286,29","60,06","0,05","71029,53","71,03"
01/08/2025,04:18:00,"222,94","386,15","85,25","16266,83","0,86","9829,40","19005,97","60,10","0,05","71842,87","71,84"
01/08/2025,04:21:00,"222,78","385,87","80,40","15310,71","0,85","9296,35","17912,00","60,00","0,05","72608,41","72,61"
01/08/2025,04:24:00,"223,48","387,08","96,00","18666,65","0,87","10575,28","21454,14","60,00","0,05","73541,74","73,54"
01/08/2025,04:27:00,"223,04","386,32","82,71","15839,20","0,86","9458,92","18448,62","59,90","0,05","74333,70","74,33"
01/08/2025,04:30:00,"223,20","386,59","86,28","16086,49","0,84","10586,34","19257,36","60,00","0,05","75138,03","75,14"
01/08/2025,04:33:00,"224,52","388,88","96,01","18513,41","0,86","11042,13","21556,32","60,02","0,05","76063,70","76,06"
01/08/2025,04:36:00,"222,36","385,14","91,92","17357,84","0,85","10790,76","20438,57","59,95","0,05","76931,59","76,93"
01/08/2025,04:39:00,"222,27","384,98","87,20","16600,44","0,86","10005,12","19382,39","60,00","0,05","77761,61","77,76"
01/08/2025,04:42:00,"221,61","383,84","89,19","17063,11","0,86","9976,77","19765,77","59,95","0,05","78614,77","78,61"
01/08/2025,04:45:00,"221,59","383,81","77,10","14923,19","0,87","8319,26","17085,42","59,86","0,05","79360,93","79,36"
01/08/2025,04:48:00,"221,46","383,59","79,30","15548,83","0,89","8166,59","17563,01","60,02","0,05","80138,37","80,14"
01/08/2025,04:51:00,"222,49","385,37","84,89","15979,06","0,85","10069,81","18887,34","59,85","0,05","80937,32","80,94"
01/08/2025,04:54:00,"222,31","385,05","87,54","16766,19","0,86","9882,55","19462,01","59,82","0,05","81775,63","81,78"
01/08/2025,04:57:00,"221,57","383,77","81,93","15396,23","0,85","9617,43","18153,21","60,03","0,05","82545,44","82,55"
01/08/2025,05:00:00,"222,70","385,73","89,31","16889,26","0,85","10504,16","19889,31","60,04","0,05","83389,90","83,39"
01/08/2025,05:03:00,"223,33","386,82","88,82","16749,69","0,84","10624,93","19835,35","60,08","0,05","84227,39","84,23"
01/08/2025,05:06:00,"223,67","387,40","88,01","16897,21","0,86","10098,68","19684,99","60,02","0,05","85072,25","85,07"
01/08/2025,05:09:00,"223,43","386,99","89,15","16946,61","0,85","10468,72","19919,38","60,01","0,05","85919,58","85,92"
01/08/2025,05:12:00,"221,09","382,94","89,05","16958,31","0,86","10001,71","19688,03","59,97","0,05","86767,49","86,77"
01/08/2025,05:15:00,"223,59","387,27","88,10","16749,35","0,85","10366,82","19698,01","60,21","0,05","87604,96","87,60"
01/08/2025,05:18:00,"220,93","382,66","95,41","17286,03","0,82","12063,04","21078,99","60,05","0,05","88469,26","88,47"
01/08/2025,05:21:00,"221,24","383,21","88,18","16598,77","0,85","10251,70","19509,40","60,11","0,05","89299,20","89,30"
01/08/2025,05:24:00,"222,28","385,00","85,44","16166,69","0,85","9965,63","18991,46","60,14","0,05","90107,54","90,11"
01/08/2025,05:27:00,"225,06","389,81","97,92","18810,26","0,85","11482,34","22037,92","59,98","0,05","91048,05","91,05"
01/08/2025,05:30:00,"223,50","387,12","82,09","15886,32","0,87","9179,75","18347,84","59,89","0,05","91842,37","91,84"
01/08/2025,05:33:00,"221,91","384,35","91,30","17047,03","0,84","10948,77","20260,23","60,06","0,05","92694,72","92,69"
01/08/2025,05:36:00,"222,75","385,81","98,08","18213,12","0,83","12066,63","21847,69","60,11","0,05","93605,37","93,61"
01/08/2025,05:39:00,"222,70","385,73","92,04","17422,06","0,85","10800,37","20498,20","60,01","0,05","94476,48","94,48"
01/08/2025,05:42:00,"224,00","387,98","95,92","18528,09","0,86","10877,33","21485,02","60,05","0,05","95402,88","95,40"
01/08/2025,05:45:00,"220,42","381,78","82,11","14945,67","0,83","10205,96","18097,92","59,92","0,05","96150,17","96,15"
01/08/2025,05:48:00,"222,35","385,12","84,92","15752,81","0,83","10408,97","18881,15","60,16","0,05","96937,81","96,94"
01/08/2025,05:51:00,"223,85","387,71","87,40","17075,48","0,87","9548,52","19563,90","60,03","0,05","97791,58","97,79"
01/08/2025,05:54:00,"222,19","384,84","94,23","17963,83","0,86","10751,43","20935,43","59,91","0,05","98689,77","98,69"
01/08/2025,05:57:00,"224,02","388,02","80,77","15635,16","0,86","9106,03","18093,59","60,13","0,05","99471,53","99,47"
01/08/2025,06:00:00,"222,84","385,98","89,49","17148,05","0,86","10179,16","19941,69","59,95","0,05","100328,93","100,33"
01/08/2025,06:03:00,"222,44","385,28","87,81","16317,18","0,84","10736,20","19532,45","60,04","0,05","101144,79","101,14"
01/08/2025,06:06:00,"222,46","385,32","90,90","16933,18","0,84","11052,58","20221,08","60,12","0,05","101991,45","101,99"
01/08/2025,06:09:00,"221,73","384,05","95,68","17827,99","0,84","11499,02","21214,73","59,91","0,05","102882,85","102,88"
01/08/2025,06:12:00,"224,69","389,18","94,62","18432,07","0,87","10595,76","21260,56","60,02","0,05","103804,45","103,80"
01/08/2025,06:15:00,"221,48","383,62","82,36","15996,32","0,88","8767,57","18241,50","59,98","0,05","104604,27","104,60"
01/08/2025,06:18:00,"223,68","387,42","90,67","17664,88","0,87","9961,78","20280,17","59,90","0,05","105487,51","105,49"
01/08/2025,06:21:00,"223,30","386,77","86,73","16452,93","0,85","10214,84","19366,00","60,00","0,05","106310,16","106,31"
01/08/2025,06:24:00,"220,25","381,48","86,87","16783,74","0,88","9183,43","19131,90","59,79","0,05","107149,35","107,15"
01/08/2025,06:27:00,"223,31","386,78","90,02","17013,46","0,85","10705,58","20101,43","60,15","0,05","108000,02","108,00"
01/08/2025,06:30:00,"222,39","385,18","95,90","17813,64","0,84","11725,19","21326,18","60,10","0,05","108890,70","108,89"
01/08/2025,06:33:00,"220,79","382,43","81,43","15002,46","0,83","9910,31","17980,22","60,17","0,05","109640,83","109,64"
01/08/2025,06:36:00,"221,22","383,16","92,23","17550,49","0,86","10403,73","20402,38","60,07","0,05","110518,35","110,52"
01/08/2025,06:39:00,"222,89","386,06","90,30","16982,25","0,84","10801,85","20126,52","60,04","0,05","111367,46","111,37"
01/08/2025,06:42:00,"222,60","385,56","91,01","16919,17","0,84","11141,38","20258,05","59,94","0,05","112213,42","112,21"
01/08/2025,06:45:00,"224,22","388,36","81,35","15281,12","0,84","9958,78","18239,79","59,98","0,05","112977,48","112,98"
01/08/2025,06:48:00,"222,85","386,00","81,91","15423,73","0,84","9764,24","18254,64","59,91","0,05","113748,66","113,75"
01/08/2025,06:51:00,"221,97","384,46","95,68","18572,06","0,87","10302,28","21238,13","60,17","0,05","114677,27","114,68"
01/08/2025,06:54:00,"222,12","384,72","84,81","16370,88","0,87","9317,67","18836,79","60,08","0,05","115495,81","115,50"
01/08/2025,06:57:00,"223,61","387,30","94,84","17890,06","0,84","11389,94","21208,14","60,17","0,05","116390,31","116,39"
01/08/2025,07:00:00,"222,40","385,20","77,01","15095,59","0,88","8089,29","17126,40","59,88","0,05","117145,09","117,15"
01/08/2025,07:03:00,"221,00","382,79","81,09","15088,18","0,84","9668,00","17919,91","59,84","0,05","117899,50","117,90"
01/08/2025,07:06:00,"222,95","386,16","92,95","17935,14","0,87","10380,96","20722,78","60,10","0,05","118796,26","118,80"
01/08/2025,07:09:00,"221,75","384,08","96,61","18036,92","0,84","11560,18","21423,55","59,95","0,05","119698,10","119,70"
01/08/2025,07:12:00,"221,46","383,59","82,49","15222,61","0,83","10101,42","18269,28","59,97","0,05","120459,23","120,46"
01/08/2025,07:15:00,"222,62","385,58","83,74","16345,33","0,88","8962,76","18641,37","59,91","0,05","121276,50","121,28"
01/08/2025,07:18:00,"220,57","382,04","79,71","15218,90","0,87","8803,70","17581,81","60,07","0,05","122037,45","122,04"
01/08/2025,07:21:00,"220,99","382,76","89,88","16753,14","0,84","10671,50","19863,25","60,06","0,05","122875,10","122,88"
01/08/2025,07:24:00,"224,62","389,05","97,09","18001,33","0,83","12309,54","21807,63","59,93","0,05","123775,17","123,78"
01/08/2025,07:27:00,"224,77","389,30","83,92","16201,66","0,86","9658,40","18862,09","59,81","0,05","124585,25","124,59"
01/08/2025,07:30:00,"221,64","383,89","90,22","17035,67","0,85","10471,62","19996,72","60,09","0,05","125437,04","125,44"
01/08/2025,07:33:00,"222,16","384,79","83,18","15995,91","0,87","9253,01","18479,38","60,03","0,05","126236,83","126,24"
01/08/2025,07:36:00,"221,49","383,63","89,02","16784,47","0,85","10347,33","19717,65","60,06","0,05","127076,06","127,08"
01/08/2025,07:39:00,"221,60","383,83","91,30","17372,61","0,86","10371,43","20233,00","59,94","0,05","127944,69","127,94"
01/08/2025,07:42:00,"221,35","383,39","85,25","15707,88","0,83","10457,99","18870,80","60,01","0,05","128730,08","128,73"
01/08/2025,07:45:00,"223,17","386,54","79,59","14670,61","0,83","10011,85","17761,30","60,06","0,05","129463,61","129,46"
01/08/2025,07:48:00,"224,14","388,22","97,05","18428,14","0,85","11557,04","21752,27","59,91","0,05","130385,02","130,39"
01/08/2025,07:51:00,"222,46","385,32","90,57","17271,16","0,86","10376,77","20148,71","59,91","0,05","131248,58","131,25"
01/08/2025,07:54:00,"221,83","384,22","80,72","15086,95","0,84","9645,96","17907,00","59,97","0,05","132002,92","132,00"
01/08/2025,07:57:00,"223,21","386,61","84,03","15684,59","0,84","10287,47","18757,36","59,90","0,05","132787,15","132,79"
01/08/2025,08:00:00,"220,83","382,49","170,41","34084,90","0,91","15949,94","37632,18","59,95","0,05","134491,40","134,49"
01/08/2025,08:03:00,"222,64","385,63","155,64","30904,67","0,89","15672,99","34651,71","60,04","0,05","136036,63","136,04"
01/08/2025,08:06:00,"222,49","385,36","160,60","31265,76","0,88","17295,39","35730,63","59,86","0,05","137599,92","137,60"
01/08/2025,08:09:00,"222,55","385,47","154,34","30593,51","0,89","15618,01","34349,45","60,04","0,05","139129,59","139,13"
01/08/2025,08:12:00,"222,68","385,69","183,13","36482,17","0,89","18220,11","40778,93","60,04","0,05","140953,70","140,95"
01/08/2025,08:15:00,"221,79","384,15","151,41","30745,19","0,92","13504,32","33580,25","59,95","0,05","142490,96","142,49"
01/08/2025,08:18:00,"222,52","385,42","148,89","30336,90","0,92","13317,61","33131,35","59,97","0,05","144007,81","144,01"
01/08/2025,08:21:00,"222,73","385,77","174,36","34351,70","0,88","18112,77","38834,41","60,02","0,05","145725,39","145,73"
01/08/2025,08:24:00,"223,46","387,04","166,94","32645,88","0,88","18050,72","37303,91","59,96","0,05","147357,69","147,36"
01/08/2025,08:27:00,"222,81","385,91","156,90","30893,21","0,88","16360,51","34957,93","60,03","0,05","148902,35","148,90"
01/08/2025,08:30:00,"222,82","385,94","163,44","32627,39","0,90","16178,75","36418,39","59,93","0,05","150533,72","150,53"
01/08/2025,08:33:00,"223,84","387,70","154,82","31517,53","0,91","14410,55","34655,71","60,03","0,05","152109,59","152,11"
01/08/2025,08:36:00,"223,14","386,49","176,04","35332,64","0,90","17167,98","39282,76","60,03","0,05","153876,22","153,88"
01/08/2025,08:39:00,"221,90","384,34","150,36","28919,21","0,87","16639,60","33364,60","60,01","0,05","155322,19","155,32"
01/08/2025,08:42:00,"222,03","384,58","178,95","35146,69","0,88","18532,72","39733,50","60,12","0,05","157079,52","157,08"
01/08/2025,08:45:00,"222,48","385,35","171,18","34085,65","0,90","16987,44","38084,18","59,99","0,05","158783,80","158,78"
01/08/2025,08:48:00,"223,10","386,42","177,38","34971,22","0,88","18521,90","39573,31","60,06","0,05","160532,36","160,53"
01/08/2025,08:51:00,"220,33","381,63","170,45","34421,16","0,92","15017,19","37554,40","59,90","0,05","162253,42","162,25"
01/08/2025,08:54:00,"222,78","385,87","173,09","34686,38","0,90","16847,78","38561,54","59,91","0,05","163987,74","163,99"
01/08/2025,08:57:00,"223,19","386,58","151,04","30730,19","0,91","13858,03","33710,38","60,02","0,05","165524,25","165,52"
01/08/2025,09:00:00,"222,16","384,78","175,61","34870,86","0,89","17494,45","39013,23","60,03","0,05","167267,79","167,27"
01/08/2025,09:03:00,"223,54","387,18","149,94","31146,41","0,93","12384,59","33518,30","59,97","0,05","168825,11","168,83"
01/08/2025,09:06:00,"222,71","385,75","159,51","31674,94","0,89","16086,19","35525,58","60,23","0,05","170408,86","170,41"
01/08/2025,09:09:00,"221,74","384,07","161,67","32452,69","0,91","15232,67","35849,85","59,93","0,05","172031,49","172,03"
01/08/2025,09:12:00,"222,16","384,79","160,24","32586,40","0,92","14333,29","35599,39","59,84","0,05","173660,81","173,66"
01/08/2025,09:15:00,"222,76","385,82","174,26","36053,33","0,93","14387,92","38818,23","59,90","0,05","175463,48","175,46"
01/08/2025,09:18:00,"223,25","386,69","170,26","35251,12","0,93","14218,37","38010,57","60,07","0,05","177226,04","177,23"
01/08/2025,09:21:00,"223,46","387,04","162,15","32249,77","0,89","16515,52","36232,72","59,93","0,05","178838,53","178,84"
01/08/2025,09:24:00,"222,87","386,01","177,90","35686,67","0,90","17273,06","39647,16","60,10","0,05","180622,86","180,62"
01/08/2025,09:27:00,"222,98","386,22","177,55","35580,55","0,90","17360,83","39590,07","59,99","0,05","182401,89","182,40"
01/08/2025,09:30:00,"221,77","384,12","182,15","35894,75","0,89","18532,70","40396,70","60,07","0,05","184196,62","184,20"
01/08/2025,09:33:00,"223,57","387,24","167,85","33543,14","0,89","16827,70","37527,51","59,89","0,05","185873,78","185,87"
01/08/2025,09:36:00,"226,02","391,47","160,64","31593,95","0,87","17890,36","36307,62","60,00","0,05","187453,48","187,45"
01/08/2025,09:39:00,"221,29","383,28","149,86","29755,81","0,90","14641,32","33162,88","59,93","0,05","188941,27","188,94"
01/08/2025,09:42:00,"220,56","382,02","173,66","34471,11","0,90","16698,64","38302,77","59,85","0,05","190664,82","190,66"
01/08/2025,09:45:00,"220,72","382,29","185,20","36962,12","0,90","17458,79","40877,96","59,96","0,05","192512,93","192,51"
01/08/2025,09:48:00,"221,97","384,46","168,07","34505,75","0,92","14180,61","37305,99","59,91","0,05","194238,22","194,24"
01/08/2025,09:51:00,"222,90","386,08","162,08","31995,59","0,89","16777,02","36127,36","60,00","0,05","195838,00","195,84"
01/08/2025,09:54:00,"223,61","387,31","162,81","32205,49","0,88","16977,50","36406,44","59,92","0,05","197448,27","197,45"
01/08/2025,09:57:00,"222,67","385,67","175,95","35372,30","0,90","16841,64","39177,04","60,05","0,05","199216,89","199,22"
01/08/2025,10:00:00,"221,19","383,12","176,39","35664,39","0,91","15822,34","39016,60","60,05","0,05","201000,11","201,00"
01/08/2025,10:03:00,"222,46","385,31","143,13","29143,67","0,92","12822,70","31839,83","60,00","0,05","202457,29","202,46"
01/08/2025,10:06:00,"224,34","388,57","158,43","32511,15","0,91","14363,99","35542,92","59,90","0,05","204082,85","204,08"
01/08/2025,10:09:00,"222,57","385,50","155,32","31354,51","0,91","14558,57","34569,60","60,04","0,05","205650,57","205,65"
01/08/2025,10:12:00,"222,70","385,72","181,81","35951,59","0,89","18623,28","40488,80","60,03","0,05","207448,15","207,45"
01/08/2025,10:15:00,"221,55","383,74","171,06","33532,78","0,88","17661,84","37899,71","59,91","0,05","209124,79","209,12"
01/08/2025,10:18:00,"222,41","385,23","160,15","32927,21","0,92","13583,22","35618,89","60,02","0,05","210771,15","210,77"
01/08/2025,10:21:00,"221,10","382,96","167,86","34077,12","0,92","14704,46","37114,30","59,81","0,05","212475,01","212,48"
01/08/2025,10:24:00,"223,29","386,75","175,38","34920,70","0,89","17724,11","39161,20","60,06","0,05","214221,04","214,22"
01/08/2025,10:27:00,"222,73","385,78","170,39","34193,31","0,90","16466,30","37951,57","59,99","0,05","215930,71","215,93"
01/08/2025,10:30:00,"223,02","386,29","166,15","33999,40","0,92","14736,65","37055,75","59,86","0,05","217630,68","217,63"
01/08/2025,10:33:00,"222,75","385,82","176,34","35070,11","0,89","17690,82","39279,48","60,20","0,05","219384,18","219,38"
01/08/2025,10:36:00,"223,90","387,80","162,04","32592,76","0,90","15935,59","36279,90","59,95","0,05","221013,82","221,01"
01/08/2025,10:39:00,"222,06","384,62","158,04","30720,88","0,88","16964,42","35093,65","60,06","0,05","222549,87","222,55"
01/08/2025,10:42:00,"222,64","385,63","164,73","32531,88","0,89","16933,79","36675,29","60,17","0,05","224176,46","224,18"
01/08/2025,10:45:00,"223,53","387,17","173,84","34465,90","0,89","17948,11","38859,15","60,16","0,05","225899,76","225,90"
01/08/2025,10:48:00,"223,31","386,78","149,81","29836,49","0,89","15131,42","33454,09","59,92","0,05","227391,58","227,39"
