Data,Horário,Tensao_Fase_A,Tensao_De_Linha_AB,Corrente_Fase_A,Potencia_Ativa_Fase_A,fator_De_Potencia_Fase_A,Potencia_Reativa_Fase_A,Potencia_Aparente_Fase_A,Frequencia_Fase_A,Intervalos em Hora,C (Wh),C (kWh)
23/05/2025,04:27:00,"221,67","383,94","280,38","52654,24","0,85","33020,50","62151,61","59,81","0,05","225902,58","225,90"
23/05/2025,04:30:00,"223,69","387,45","270,14","51349,71","0,85","31855,77","60428,33","60,07","0,05","228470,07","228,47"
23/05/2025,04:33:00,"221,63","383,87","281,36","53595,94","0,86","31871,34","62356,29","60,21","0,05","231149,86","231,15"
23/05/2025,04:36:00,"222,03","384,56","270,85","50240,45","0,84","33047,95","60135,43","60,12","0,05","233661,89","233,66"
23/05/2025,04:39:00,"222,47","385,33","258,09","50018,84","0,87","28194,20","57417,74","59,94","0,05","236162,83","236,16"
23/05/2025,04:42:00,"222,58","385,53","280,23","51665,21","0,83","34948,80","62375,58","60,08","0,05","238746,09","238,75"
23/05/2025,04:45:00,"221,54","383,72","258,07","47916,01","0,84","31188,62","57172,32","59,97","0,05","241141,89","241,14"
23/05/2025,04:48:00,"223,32","386,80","258,23","48858,21","0,85","30635,00","57668,25","59,95","0,05","243584,80","243,58"
23/05/2025,04:51:00,"222,85","385,99","260,39","51150,38","0,88","27405,00","58029,26","59,99","0,05","246142,32","246,14"
23/05/2025,04:54:00,"222,71","385,75","264,48","49718,50","0,84","31587,61","58904,21","60,34","0,05","248628,24","248,63"
23/05/2025,04:57:00,"222,29","385,02","252,95","48137,65","0,86","29059,31","56228,79","59,72","0,05","251035,13","251,04"
23/05/2025,05:00:00,"222,95","386,16","279,63","51973,27","0,83","34428,98","62342,40","60,05","0,05","253633,79","253,63"
23/05/2025,05:03:00,"222,66","385,65","228,12","43845,79","0,86","25640,58","50792,64","60,07","0,05","255826,08","255,83"
23/05/2025,05:06:00,"221,37","383,42","284,44","55448,99","0,88","29837,13","62967,02","59,93","0,05","258598,53","258,60"
23/05/2025,05:09:00,"222,48","385,35","290,69","56001,47","0,87","32346,91","64672,15","59,89","0,05","261398,60","261,40"
23/05/2025,05:12:00,"222,23","384,92","277,85","52477,44","0,85","32539,02","61746,82","59,97","0,05","264022,48","264,02"
23/05/2025,05:15:00,"221,88","384,30","262,46","49552,76","0,85","30590,47","58234,46","59,92","0,05","266500,11","266,50"
23/05/2025,05:18:00,"224,35","388,59","230,19","44723,90","0,87","25821,60","51642,84","59,89","0,05","268736,31","268,74"
23/05/2025,05:21:00,"221,47","383,59","293,09","54731,82","0,84","34894,76","64909,30","60,13","0,05","271472,90","271,47"
23/05/2025,05:24:00,"222,07","384,64","246,45","47287,78","0,86","27556,21","54730,97","60,15","0,05","273837,29","273,84"
23/05/2025,05:27:00,"222,20","384,86","275,69","53581,91","0,87","29690,97","61258,26","59,94","0,05","276516,38","276,52"
23/05/2025,05:30:00,"223,10","386,43","264,76","49852,41","0,84","31685,78","59069,89","60,03","0,05","279009,00","279,01"
23/05/2025,05:33:00,"223,08","386,39","288,43","54551,36","0,85","34123,53","64344,90","59,91","0,05","281736,57","281,74"
23/05/2025,05:36:00,"222,65","385,65","273,00","53560,39","0,88","28739,38","60783,78","59,97","0,05","284414,59","284,41"
23/05/2025,05:39:00,"223,81","387,65","238,12","45839,56","0,86","27185,74","53294,74","59,95","0,05","286706,57","286,71"
23/05/2025,05:42:00,"223,69","387,45","259,91","49389,35","0,85","30676,16","58140,64","59,87","0,05","289176,04","289,18"
23/05/2025,05:45:00,"222,23","384,91","258,27","49412,08","0,86","29198,86","57394,48","59,92","0,05","291646,64","291,65"
23/05/2025,05:48:00,"222,69","385,71","265,44","51573,59","0,87","28882,87","59110,54","59,98","0,05","294225,32","294,23"
23/05/2025,05:51:00,"223,04","386,31","289,31","56224,14","0,87","31663,77","64527,11","60,00","0,05","297036,53","297,04"
23/05/2025,05:54:00,"224,42","388,70","272,88","51674,44","0,84","32862,88","61239,01","59,98","0,05","299620,25","299,62"
23/05/2025,05:57:00,"222,03","384,57","247,72","46479,74","0,85","29407,31","55001,42","60,04","0,05","301944,24","301,94"
23/05/2025,06:00:00,"222,44","385,28","276,35","52801,77","0,86","31477,03","61472,19","60,06","0,05","304584,32","304,58"
23/05/2025,06:03:00,"221,06","382,89","270,41","50553,10","0,85","31902,72","59777,91","59,92","0,05","307111,98","307,11"
23/05/2025,06:06:00,"223,44","387,01","260,52","50422,26","0,87","29084,81","58209,36","59,89","0,05","309633,09","309,63"
23/05/2025,06:09:00,"221,98","384,48","257,52","48563,88","0,85","30157,20","57165,62","59,99","0,05","312061,29","312,06"
23/05/2025,06:12:00,"221,93","384,40","272,25","50286,10","0,83","33497,33","60421,55","60,03","0,05","314575,59","314,58"
23/05/2025,06:15:00,"222,53","385,43","278,07","52122,63","0,84","33348,85","61878,22","59,93","0,05","317181,72","317,18"
23/05/2025,06:18:00,"222,83","385,95","223,49","43813,73","0,88","23673,80","49800,52","60,05","0,05","319372,41","319,37"
23/05/2025,06:21:00,"223,03","386,29","275,29","53985,29","0,88","29245,90","61398,16","59,78","0,05","322071,67","322,07"
23/05/2025,06:24:00,"222,73","385,79","252,04","48156,83","0,86","28851,82","56138,29","59,93","0,05","324479,52","324,48"
23/05/2025,06:27:00,"223,42","386,97","286,72","55550,92","0,87","31898,44","64057,90","60,04","0,05","327257,06","327,26"
23/05/2025,06:30:00,"223,10","386,42","278,24","51997,70","0,84","33904,59","62074,81","59,96","0,05","329856,95","329,86"
23/05/2025,06:33:00,"221,15","383,05","270,00","49457,32","0,83","33459,23","59712,20","60,09","0,05","332329,81","332,33"
23/05/2025,06:36:00,"221,30","383,30","260,84","50445,42","0,87","28058,21","57723,51","60,00","0,05","334852,08","334,85"
23/05/2025,06:39:00,"221,01","382,81","258,33","48450,67","0,85","30202,83","57093,59","59,91","0,05","337274,62","337,27"
23/05/2025,06:42:00,"221,29","383,28","262,13","47652,88","0,82","33074,57","58006,24","59,99","0,05","339657,26","339,66"
23/05/2025,06:45:00,"223,93","387,86","293,31","57120,84","0,87","32420,37","65680,06","59,96","0,05","342513,30","342,51"
23/05/2025,06:48:00,"221,93","384,39","239,31","45404,08","0,85","27553,38","53110,44","60,14","0,05","344783,51","344,78"
23/05/2025,06:51:00,"222,80","385,89","259,01","50573,98","0,88","27790,45","57706,47","59,99","0,05","347312,21","347,31"
23/05/2025,06:54:00,"224,78","389,32","231,18","44314,44","0,85","27139,40","51964,58","59,99","0,05","349527,93","349,53"
23/05/2025,06:57:00,"223,16","386,52","256,62","49317,41","0,86","29106,06","57265,78","59,94","0,05","351993,80","351,99"
23/05/2025,07:00:00,"222,08","384,66","252,69","47761,73","0,85","29465,02","56119,25","59,99","0,05","354381,89","354,38"
23/05/2025,07:03:00,"222,20","384,86","255,73","47910,65","0,84","30552,35","56823,20","59,80","0,05","356777,42","356,78"
23/05/2025,07:06:00,"222,43","385,27","281,10","54285,44","0,87","31026,96","62526,64","60,19","0,05","359491,69","359,49"
23/05/2025,07:09:00,"224,67","389,14","259,08","49355,29","0,85","30858,81","58208,34","59,92","0,05","361959,45","361,96"
23/05/2025,07:12:00,"221,87","384,29","258,66","49128,64","0,86","29665,04","57390,23","60,02","0,05","364415,89","364,42"
23/05/2025,07:15:00,"223,52","387,14","288,95","54670,03","0,85","34385,58","64584,67","60,08","0,05","367149,39","367,15"
23/05/2025,07:18:00,"222,36","385,13","251,80","46282,24","0,83","31509,76","55990,27","59,87","0,05","369463,50","369,46"
23/05/2025,07:21:00,"223,81","387,65","288,53","55068,22","0,85","33727,09","64575,73","60,13","0,05","372216,91","372,22"
23/05/2025,07:24:00,"221,82","384,20","269,41","49977,00","0,84","32764,96","59759,88","60,11","0,05","374715,76","374,72"
23/05/2025,07:27:00,"222,48","385,35","248,77","47180,80","0,85","28937,09","55347,84","59,89","0,05","377074,80","377,07"
23/05/2025,07:30:00,"224,32","388,53","288,96","54303,00","0,84","35392,36","64818,47","59,95","0,05","379789,95","379,79"
23/05/2025,07:33:00,"223,33","386,82","235,94","44391,95","0,84","28389,08","52693,31","60,01","0,05","382009,55","382,01"
23/05/2025,07:36:00,"222,03","384,57","237,88","44498,98","0,84","28451,98","52817,37","60,16","0,05","384234,50","384,23"
23/05/2025,07:39:00,"223,82","387,66","277,41","52701,42","0,85","32826,35","62088,72","60,03","0,05","386869,57","386,87"
23/05/2025,07:42:00,"222,60","385,56","243,03","46444,75","0,86","27743,68","54100,16","59,99","0,05","389191,81","389,19"
23/05/2025,07:45:00,"221,74","384,06","292,14","54154,73","0,84","35547,79","64779,47","60,00","0,05","391899,54","391,90"
23/05/2025,07:48:00,"222,66","385,66","272,37","52584,18","0,87","30214,72","60646,72","60,06","0,05","394528,75","394,53"
23/05/2025,07:51:00,"221,05","382,87","264,25","49827,92","0,85","30482,23","58412,22","60,10","0,05","397020,15","397,02"
23/05/2025,07:54:00,"221,59","383,80","277,76","51376,63","0,83","33891,13","61548,09","59,98","0,05","399588,98","399,59"
23/05/2025,07:57:00,"222,27","384,99","235,14","45792,61","0,88","25194,03","52265,69","60,13","0,05","401878,61","401,88"
23/05/2025,08:00:00,"222,20","384,87","535,36","108048,79","0,91","49769,84","118960,40","59,98","0,05","407281,05","407,28"
23/05/2025,08:03:00,"221,21","383,15","503,03","97408,03","0,88","53799,95","111277,85","59,90","0,05","412151,45","412,15"
23/05/2025,08:06:00,"222,37","385,15","476,52","98330,68","0,93","39483,47","105961,63","59,85","0,05","417067,98","417,07"
23/05/2025,08:09:00,"222,06","384,61","496,85","98949,03","0,90","48801,83","110329,19","60,03","0,05","422015,44","422,02"
23/05/2025,08:12:00,"222,44","385,28","452,38","90936,59","0,90","43086,75","100627,69","60,19","0,05","426562,27","426,56"
23/05/2025,08:15:00,"220,06","381,16","526,80","107943,49","0,93","42279,96","115928,39","60,11","0,05","431959,44","431,96"
23/05/2025,08:18:00,"223,57","387,23","501,82","97395,11","0,87","55687,13","112191,19","59,89","0,05","436829,20","436,83"
23/05/2025,08:21:00,"223,39","386,92","504,30","104278,72","0,93","42627,41","112654,99","59,93","0,05","442043,13","442,04"
23/05/2025,08:24:00,"223,08","386,39","498,75","97268,03","0,87","54019,99","111261,98","59,91","0,05","446906,53","446,91"
23/05/2025,08:27:00,"223,14","386,50","510,13","101377,78","0,89","51771,12","113831,91","59,90","0,05","451975,42","451,98"
23/05/2025,08:30:00,"223,55","387,20","468,17","97816,56","0,93","37222,33","104659,36","60,12","0,05","456866,25","456,87"
23/05/2025,08:33:00,"224,46","388,78","505,83","104731,11","0,92","43845,29","113538,61","60,18","0,05","462102,81","462,10"
23/05/2025,08:36:00,"221,83","384,21","556,44","111334,79","0,90","53291,57","123431,87","59,96","0,05","467669,54","467,67"
23/05/2025,08:39:00,"223,59","387,27","471,68","96633,07","0,92","42241,38","105462,25","59,93","0,05","472501,20","472,50"
23/05/2025,08:42:00,"222,04","384,58","457,44","93818,81","0,92","38910,65","101567,75","59,98","0,05","477192,14","477,19"
23/05/2025,08:45:00,"222,86","386,00","537,32","108335,94","0,90","51014,69","119746,30","59,92","0,05","482608,94","482,61"
23/05/2025,08:48:00,"221,65","383,91","521,96","106885,65","0,92","44276,84","115693,48","60,08","0,05","487953,22","487,95"
23/05/2025,08:51:00,"224,35","388,58","480,71","99383,42","0,92","41874,00","107844,77","59,97","0,05","492922,39","492,92"
23/05/2025,08:54:00,"223,05","386,34","543,92","109972,28","0,91","51237,99","121322,85","60,11","0,05","498421,00","498,42"
23/05/2025,08:57:00,"219,18","379,63","534,88","108909,59","0,93","43391,04","117235,16","60,07","0,05","503866,48","503,87"
23/05/2025,09:00:00,"222,73","385,77","419,84","86625,42","0,93","35216,02","93510,06","60,11","0,05","508197,75","508,20"
23/05/2025,09:03:00,"221,42","383,52","471,40","91025,59","0,87","51079,45","104378,01","59,91","0,05","512749,03","512,75"
23/05/2025,09:06:00,"222,75","385,81","574,97","113033,99","0,88","60219,50","128074,47","59,96","0,05","518400,73","518,40"
23/05/2025,09:09:00,"222,51","385,40","498,12","100791,99","0,91","46103,98","110835,93","60,06","0,05","523440,33","523,44"
23/05/2025,09:12:00,"223,85","387,71","493,09","98879,68","0,90","49047,41","110375,90","59,81","0,05","528384,32","528,38"
23/05/2025,09:15:00,"221,06","382,88","467,50","93885,65","0,91","43193,97","103345,22","60,05","0,05","533078,60","533,08"
23/05/2025,09:18:00,"223,86","387,74","497,25","98162,27","0,88","52489,68","111314,85","59,91","0,05","537986,71","537,99"
23/05/2025,09:21:00,"223,24","386,66","497,83","100667,79","0,91","47078,53","111132,31","60,13","0,05","543020,10","543,02"
23/05/2025,09:24:00,"222,59","385,54","509,93","101720,05","0,90","50369,14","113507,79","59,87","0,05","548106,10","548,11"
23/05/2025,09:27:00,"222,58","385,52","526,07","108329,10","0,93","44442,42","117091,08","60,21","0,05","553522,56","553,52"
23/05/2025,09:30:00,"222,41","385,22","536,28","106581,01","0,89","53538,08","119272,12","60,02","0,05","558851,61","558,85"
23/05/2025,09:33:00,"222,53","385,43","482,96","95781,92","0,89","48745,99","107472,55","60,01","0,05","563640,71","563,64"
23/05/2025,09:36:00,"223,06","386,36","437,24","87123,77","0,89","43839,32","97531,72","60,06","0,05","567996,89","568,00"
23/05/2025,09:39:00,"223,48","387,08","486,42","99135,02","0,91","44598,30","108704,93","59,89","0,05","572953,64","572,95"
23/05/2025,09:42:00,"223,11","386,44","471,28","96163,19","0,91","42526,43","105146,83","59,97","0,05","577761,80","577,76"
23/05/2025,09:45:00,"220,60","382,08","518,10","102751,80","0,90","50047,72","114292,20","60,04","0,05","582899,39","582,90"
23/05/2025,09:48:00,"221,58","383,79","516,33","105443,14","0,92","44392,03","114406,77","60,00","0,05","588171,55","588,17"
23/05/2025,09:51:00,"221,87","384,30","513,23","99879,36","0,88","54691,36","113872,87","60,13","0,05","593165,52","593,17"
23/05/2025,09:54:00,"223,99","387,96","558,47","114034,49","0,91","51418,93","125091,05","59,95","0,05","598867,24","598,87"
23/05/2025,09:57:00,"223,04","386,32","573,47","111542,36","0,87","62599,26","127907,65","60,08","0,05","604444,36","604,44"
23/05/2025,10:00:00,"222,14","384,76","515,16","102441,14","0,90","51006,29","114437,01","60,17","0,05","609566,42","609,57"
23/05/2025,10:03:00,"223,33","386,81","472,83","94746,60","0,90","46620,44","105595,38","59,89","0,05","614303,75","614,30"
23/05/2025,10:06:00,"221,49","383,64","499,75","100855,74","0,91","45616,38","110692,07","60,07","0,05","619346,54","619,35"
23/05/2025,10:09:00,"220,66","382,19","486,32","97667,20","0,91","44456,20","107309,06","60,02","0,05","624229,90","624,23"
23/05/2025,10:12:00,"221,17","383,08","449,93","90438,82","0,91","41515,78","99512,51","59,90","0,05","628751,84","628,75"
23/05/2025,10:15:00,"222,77","385,85","468,20","94190,85","0,90","44798,07","104301,40","59,95","0,05","633461,38","633,46"
23/05/2025,10:18:00,"221,81","384,19","489,37","98767,67","0,91","45025,81","108546,65","59,94","0,05","638399,76","638,40"
23/05/2025,10:21:00,"222,72","385,76","529,08","105585,03","0,90","52316,06","117835,35","59,91","0,05","643679,01","643,68"
23/05/2025,10:24:00,"221,33","383,35","473,68","94944,91","0,91","44459,96","104839,04","60,19","0,05","648426,26","648,43"
23/05/2025,10:27:00,"222,99","386,23","496,42","100787,75","0,91","45773,26","110694,90","59,80","0,05","653465,65","653,47"
23/05/2025,10:30:00,"222,67","385,68","496,46","99459,61","0,90","48255,90","110547,93","59,99","0,05","658438,63","658,44"
23/05/2025,10:33:00,"222,25","384,94","509,55","104413,07","0,92","43847,40","113246,12","60,02","0,05","663659,28","663,66"
23/05/2025,10:36:00,"223,60","387,28","479,71","98566,95","0,92","42304,92","107262,07","59,87","0,05","668587,63","668,59"
23/05/2025,10:39:00,"221,12","383,00","451,07","91906,91","0,92","38748,58","99741,33","59,94","0,05","673182,97","673,18"
23/05/2025,10:42:00,"221,53","383,70","454,07","90577,78","0,90","43750,73","100590,56","60,01","0,05","677711,86","677,71"
23/05/2025,10:45:00,"222,86","386,01","473,31","91956,24","0,87","51681,41","105484,20","59,83","0,05","682309,68","682,31"
23/05/2025,10:48:00,"222,18","384,83","510,77","102701,83","0,90","48280,21","113484,11","59,94","0,05","687444,77","687,44"
