Data,Horário,Tensao_Fase_A,Tensao_De_Linha_AB,Corrente_Fase_A,Potencia_Ativa_Fase_A,fator_De_Potencia_Fase_A,Potencia_Reativa_Fase_A,Potencia_Aparente_Fase_A,Frequencia_Fase_A,Intervalos em Hora,C (Wh),C (kWh)
01/08/2025,01:45:00,"222,89","386,05","84,34","15607,50","0,83","10479,21","18799,15","59,87","0,05","29690,30","29,69"
01/08/2025,01:48:00,"221,28","383,27","86,36","16777,84","0,88","9148,95","19110,19","60,00","0,05","30529,19","30,53"
01/08/2025,01:51:00,"224,32","388,54","90,45","17063,29","0,84","10979,63","20290,59","59,96","0,05","31382,35","31,38"
01/08/2025,01:54:00,"222,53","385,43","76,98","14694,51","0,86","8805,74","17130,96","60,05","0,05","32117,08","32,12"
01/08/2025,01:57:00,"222,30","385,03","86,62","16490,68","0,86","9942,43","19256,02","59,87","0,05","32941,61","32,94"
01/08/2025,02:00:00,"222,48","385,35","81,41","15740,64","0,87","8960,28","18112,27","60,08","0,05","33728,65","33,73"
01/08/2025,02:03:00,"222,23","384,91","87,62","16370,10","0,84","10544,27","19472,08","59,98","0,05","34547,15","34,55"
01/08/2025,02:06:00,"220,68","382,22","78,27","14698,89","0,85","9072,21","17273,16","60,01","0,05","35282,10","35,28"
01/08/2025,02:09:00,"223,15","386,51","86,47","16182,80","0,84","10509,94","19296,17","60,07","0,05","36091,24","36,09"
01/08/2025,02:12:00,"223,23","386,65","88,56","16755,80","0,85","10491,76","19769,52","60,09","0,05","36929,03","36,93"
01/08/2025,02:15:00,"221,62","383,86","92,51","17370,62","0,85","10892,34","20503,20","60,05","0,05","37797,56","37,80"
01/08/2025,02:18:00,"221,97","384,46","84,23","15319,57","0,82","10719,03","18697,24","59,95","0,05","38563,53","38,56"
01/08/2025,02:21:00,"222,29","385,02","100,88","18857,83","0,84","12134,82","22424,80","59,96","0,05","39506,43","39,51"
01/08/2025,02:24:00,"222,42","385,24","100,73","18982,90","0,85","11898,52","22403,69","60,13","0,05","40455,57","40,46"
01/08/2025,02:27:00,"223,75","387,54","92,13","17181,05","0,83","11389,13","20613,12","59,92","0,05","41314,62","41,31"
01/08/2025,02:30:00,"223,21","386,62","87,49","17216,85","0,88","9219,49","19529,95","59,93","0,05","42175,47","42,18"
01/08/2025,02:33:00,"221,22","383,17","87,43","16236,95","0,84","10511,78","19342,59","60,01","0,05","42987,31","42,99"
01/08/2025,02:36:00,"222,56","385,48","82,63","16024,33","0,87","9020,97","18389,05","60,00","0,05","43788,53","43,79"
01/08/2025,02:39:00,"222,60","385,55","96,28","17713,99","0,83","12065,28","21432,60","60,06","0,05","44674,23","44,67"
01/08/2025,02:42:00,"223,85","387,72","91,90","17045,39","0,83","11517,63","20571,85","60,09","0,05","45526,50","45,53"
01/08/2025,02:45:00,"221,30","383,30","88,34","17036,67","0,87","9587,71","19549,23","60,06","0,05","46378,33","46,38"
01/08/2025,02:48:00,"222,80","385,89","86,95","15880,50","0,82","11094,79","19372,27","59,93","0,05","47172,36","47,17"
01/08/2025,02:51:00,"222,05","384,60","90,22","16976,18","0,85","10635,05","20032,35","59,92","0,05","48021,17","48,02"
01/08/2025,02:54:00,"223,40","386,93","79,86","15302,08","0,86","9170,94","17839,83","59,99","0,05","48786,27","48,79"
01/08/2025,02:57:00,"220,32","381,61","89,64","17249,98","0,87","9618,17","19750,21","59,81","0,05","49648,77","49,65"
01/08/2025,03:00:00,"220,47","381,86","95,90","18155,36","0,86","10836,32","21143,39","60,00","0,05","50556,54","50,56"
01/08/2025,03:03:00,"221,57","383,77","93,44","17265,90","0,83","11425,84","20704,14","60,20","0,05","51419,83","51,42"
01/08/2025,03:06:00,"223,60","387,28","95,80","18406,00","0,86","10957,90","21420,93","59,89","0,05","52340,13","52,34"
01/08/2025,03:09:00,"222,82","385,93","79,54","15233,67","0,86","9058,07","17723,25","59,95","0,05","53101,82","53,10"
01/08/2025,03:12:00,"223,23","386,65","80,83","15840,33","0,88","8638,41","18042,68","59,96","0,05","53893,83","53,89"
01/08/2025,03:15:00,"222,77","385,85","86,86","17015,65","0,88","9215,61","19350,96","59,97","0,05","54744,61","54,74"
01/08/2025,03:18:00,"220,95","382,70","79,95","14956,30","0,85","9398,50","17664,16","59,89","0,05","55492,43","55,49"
01/08/2025,03:21:00,"222,60","385,55","95,59","17990,58","0,85","11363,02","21278,61","59,96","0,05","56391,96","56,39"
01/08/2025,03:24:00,"223,06","386,36","94,55","17999,72","0,85","10991,11","21090,15","60,00","0,05","57291,94","57,29"
01/08/2025,03:27:00,"221,67","383,94","80,29","15178,42","0,85","9295,16","17798,44","60,06","0,05","58050,87","58,05"
01/08/2025,03:30:00,"222,43","385,26","85,96","16285,80","0,85","10016,47","19119,54","59,99","0,05","58865,16","58,87"
01/08/2025,03:33:00,"221,78","384,14","88,55","16238,82","0,83","11045,59","19639,36","60,14","0,05","59677,10","59,68"
01/08/2025,03:36:00,"222,21","384,87","98,51","18298,63","0,84","12013,74","21889,95","59,90","0,05","60592,03","60,59"
01/08/2025,03:39:00,"221,84","384,25","90,44","17227,81","0,86","10283,03","20063,35","60,06","0,05","61453,42","61,45"
01/08/2025,03:42:00,"222,04","384,58","94,59","17886,76","0,85","11008,14","21002,75","59,98","0,05","62347,76","62,35"
01/08/2025,03:45:00,"221,66","383,92","87,79","16311,04","0,84","10610,27","19458,36","60,02","0,05","63163,31","63,16"
01/08/2025,03:48:00,"222,25","384,96","95,24","18149,53","0,86","10893,56","21167,78","60,03","0,05","64070,79","64,07"
01/08/2025,03:51:00,"223,03","386,30","101,41","18778,39","0,83","12606,90","22617,73","59,97","0,05","65009,70","65,01"
01/08/2025,03:54:00,"221,69","383,97","88,20","16190,05","0,83","10964,27","19553,34","59,92","0,05","65819,21","65,82"
01/08/2025,03:57:00,"222,95","386,15","86,35","16146,66","0,84","10483,11","19251,23","60,00","0,05","66626,54","66,63"
01/08/2025,04:00:00,"223,74","387,53","89,65","16708,70","0,83","11099,57","20059,44","60,14","0,05","67461,98","67,46"
01/08/2025,04:03:00,"223,54","387,18","95,18","18081,94","0,85","11212,18","21276,03","60,01","0,05","68366,07","68,37"
01/08/2025,04:06:00,"223,71","387,47","83,00","15650,50","0,84","9989,39","18566,80","60,04","0,05","69148,60","69,15"
01/08/2025,04:09:00,"223,00","386,26","86,47","16199,56","0,84","10462,06","19284,20","60,02","0,05","69958,58","69,96"
01/08/2025,04:12:00,"221,16","383,06","95,25","17919,73","0,85","11074,69","21065,75","59,93","0,05","70854,56","70,85"
01/08/2025,04:15:00,"223,78","387,59","82,36","15497,40","0,84","9976,09","18430,73","59,85","0,05","71629,43","71,63"
01/08/2025,04:18:00,"222,95","386,16","93,70","17324,20","0,83","11674,76","20890,85","60,08","0,05","72495,64","72,50"
01/08/2025,04:21:00,"221,98","384,49","89,17","17079,88","0,86","10005,19","19794,59","59,90","0,05","73349,64","73,35"
01/08/2025,04:24:00,"223,45","387,03","79,63","15178,77","0,85","9286,52","17794,23","59,85","0,05","74108,57","74,11"
01/08/2025,04:27:00,"221,72","384,03","89,50","16794,50","0,85","10571,65","19844,77","60,25","0,05","74948,30","74,95"
01/08/2025,04:30:00,"219,61","380,37","87,56","16813,78","0,87","9332,00","19229,91","60,00","0,05","75788,99","75,79"
01/08/2025,04:33:00,"222,19","384,84","101,06","18940,51","0,84","12061,90","22455,12","60,07","0,05","76736,01","76,74"
01/08/2025,04:36:00,"222,14","384,75","87,05","16500,68","0,85","10084,13","19338,10","59,95","0,05","77561,05","77,56"
01/08/2025,04:39:00,"223,50","387,11","79,93","15660,61","0,88","8593,95","17863,66","60,17","0,05","78344,08","78,34"
01/08/2025,04:42:00,"220,98","382,75","85,55","15999,25","0,85","10071,78","18905,47","59,80","0,05","79144,04","79,14"
01/08/2025,04:45:00,"221,56","383,75","99,26","19124,15","0,87","10856,78","21990,97","59,95","0,05","80100,25","80,10"
01/08/2025,04:48:00,"222,01","384,53","96,55","18717,30","0,87","10447,31","21435,57","59,95","0,05","81036,11","81,04"
01/08/2025,04:51:00,"221,94","384,41","85,54","16154,37","0,85","9974,71","18985,75","59,92","0,05","81843,83","81,84"
01/08/2025,04:54:00,"221,32","383,34","94,47","17953,38","0,86","10718,34","20909,49","59,90","0,05","82741,50","82,74"
01/08/2025,04:57:00,"223,21","386,60","83,16","15743,35","0,85","9832,01","18561,29","59,95","0,05","83528,67","83,53"
01/08/2025,05:00:00,"223,48","387,08","79,98","15296,34","0,86","9248,46","17874,89","59,92","0,05","84293,49","84,29"
01/08/2025,05:03:00,"223,10","386,42","81,35","15518,20","0,86","9410,68","18148,70","60,06","0,05","85069,39","85,07"
01/08/2025,05:06:00,"222,57","385,50","93,02","17352,66","0,84","11291,68","20703,06","59,80","0,05","85937,03","85,94"
01/08/2025,05:09:00,"220,75","382,35","96,44","17561,11","0,82","12033,28","21288,32","60,09","0,05","86815,08","86,82"
01/08/2025,05:12:00,"221,54","383,72","90,83","16861,64","0,84","10984,12","20123,76","60,26","0,05","87658,17","87,66"
01/08/2025,05:15:00,"223,46","387,05","80,04","15573,16","0,87","8797,95","17886,51","60,01","0,05","88436,82","88,44"
01/08/2025,05:18:00,"222,21","384,87","90,05","17280,25","0,86","10087,18","20008,95","59,83","0,05","89300,84","89,30"
01/08/2025,05:21:00,"219,68","380,50","88,66","16217,60","0,83","10786,63","19477,22","59,96","0,05","90111,72","90,11"
01/08/2025,05:24:00,"222,44","385,27","83,30","16289,18","0,88","8832,97","18529,95","60,10","0,05","90926,18","90,93"
01/08/2025,05:27:00,"222,01","384,54","90,07","16984,03","0,85","10553,23","19995,70","59,81","0,05","91775,38","91,78"
01/08/2025,05:30:00,"222,79","385,89","82,96","15672,93","0,85","9798,06","18483,58","60,00","0,05","92559,02","92,56"
01/08/2025,05:33:00,"223,95","387,89","91,92","17321,61","0,84","11124,02","20585,96","60,17","0,05","93425,10","93,43"
01/08/2025,05:36:00,"223,92","387,84","94,46","18102,53","0,86","10940,13","21151,55","60,20","0,05","94330,23","94,33"
01/08/2025,05:39:00,"223,04","386,31","91,02","16950,81","0,83","11171,15","20300,85","60,08","0,05","95177,77","95,18"
01/08/2025,05:42:00,"222,58","385,52","79,40","14703,52","0,83","9806,65","17673,82","59,82","0,05","95912,95","95,91"
01/08/2025,05:45:00,"222,50","385,37","94,12","17818,37","0,85","11002,37","20941,50","59,95","0,05","96803,87","96,80"
01/08/2025,05:48:00,"221,29","383,29","84,59","16410,28","0,88","9007,54","18719,86","60,01","0,05","97624,38","97,62"
01/08/2025,05:51:00,"221,50","383,64","87,83","16588,53","0,85","10162,54","19453,96","60,03","0,05","98453,81","98,45"
01/08/2025,05:54:00,"222,51","385,41","95,84","18242,28","0,86","11047,47","21326,68","60,01","0,05","99365,92","99,37"
01/08/2025,05:57:00,"221,78","384,14","89,20","16225,22","0,82","11319,26","19783,41","59,95","0,05","100177,18","100,18"
01/08/2025,06:00:00,"221,30","383,31","101,56","18659,24","0,83","12531,17","22476,60","59,82","0,05","101110,14","101,11"
01/08/2025,06:03:00,"221,31","383,32","96,88","17525,28","0,82","12351,50","21440,49","60,08","0,05","101986,41","101,99"
01/08/2025,06:06:00,"221,42","383,52","93,96","17750,69","0,85","10852,76","20805,51","60,02","0,05","102873,94","102,87"
01/08/2025,06:09:00,"223,57","387,23","88,74","16938,94","0,85","10328,80","19839,65","59,96","0,05","103720,89","103,72"
01/08/2025,06:12:00,"225,24","390,13","84,33","16182,49","0,85","9946,58","18994,93","60,04","0,05","104530,01","104,53"
01/08/2025,06:15:00,"221,43","383,52","86,29","16744,36","0,88","9203,43","19106,98","60,10","0,05","105367,23","105,37"
01/08/2025,06:18:00,"221,70","384,00","88,93","16935,02","0,86","10097,30","19716,75","59,77","0,05","106213,98","106,21"
01/08/2025,06:21:00,"221,52","383,68","82,52","15843,71","0,87","9118,17","18280,16","60,12","0,05","107006,17","107,01"
01/08/2025,06:24:00,"221,12","382,98","84,40","15910,62","0,85","9753,95","18662,46","60,13","0,05","107801,70","107,80"
01/08/2025,06:27:00,"222,49","385,36","94,31","17448,08","0,83","11655,93","20983,23","60,14","0,05","108674,10","108,67"
01/08/2025,06:30:00,"222,67","385,67","81,53","15078,66","0,83","10110,49","18154,56","59,92","0,05","109428,04","109,43"
01/08/2025,06:33:00,"222,73","385,78","96,72","17931,80","0,83","11939,57","21543,05","59,76","0,05","110324,63","110,32"
01/08/2025,06:36:00,"221,91","384,35","90,03","16795,07","0,84","10818,16","19977,66","60,00","0,05","111164,38","111,16"
01/08/2025,06:39:00,"220,95","382,70","98,21","17928,83","0,83","12225,35","21700,27","59,76","0,05","112060,82","112,06"
01/08/2025,06:42:00,"222,22","384,90","94,69","17306,37","0,82","11968,31","21041,64","59,92","0,05","112926,14","112,93"
01/08/2025,06:45:00,"220,69","382,25","92,02","17061,67","0,84","11015,03","20308,41","59,86","0,05","113779,22","113,78"
01/08/2025,06:48:00,"222,67","385,67","102,76","19143,97","0,84","12532,78","22881,48","59,92","0,05","114736,42","114,74"
01/08/2025,06:51:00,"222,35","385,12","83,51","15751,14","0,85","9832,93","18568,39","60,17","0,05","115523,98","115,52"
01/08/2025,06:54:00,"221,07","382,91","82,94","15669,30","0,85","9520,76","18334,99","60,02","0,05","116307,44","116,31"
01/08/2025,06:57:00,"223,09","386,40","87,88","16334,85","0,83","10840,12","19604,48","60,10","0,05","117124,19","117,12"
01/08/2025,07:00:00,"223,21","386,61","91,84","16890,14","0,82","11619,21","20500,80","59,99","0,05","117968,69","117,97"
01/08/2025,07:03:00,"220,98","382,74","82,23","15383,12","0,85","9672,91","18171,56","60,02","0,05","118737,85","118,74"
01/08/2025,07:06:00,"222,90","386,07","96,78","18782,55","0,87","10610,41","21572,32","60,04","0,05","119676,98","119,68"
01/08/2025,07:09:00,"222,06","384,62","92,26","17025,30","0,83","11394,77","20486,62","60,01","0,05","120528,24","120,53"
01/08/2025,07:12:00,"223,86","387,74","94,67","17788,62","0,84","11521,55","21193,90","59,86","0,05","121417,67","121,42"
01/08/2025,07:15:00,"223,08","386,39","83,02","16041,81","0,87","9255,83","18520,53","59,99","0,05","122219,76","122,22"
01/08/2025,07:18:00,"221,91","384,37","82,72","15564,05","0,85","9732,71","18356,61","59,92","0,05","122997,96","123,00"
01/08/2025,07:21:00,"223,38","386,91","81,40","15839,94","0,87","8928,07","18182,80","59,99","0,05","123789,96","123,79"
01/08/2025,07:24:00,"223,23","386,65","88,50","16740,57","0,85","10491,61","19756,54","60,02","0,05","124626,99","124,63"
01/08/2025,07:27:00,"221,94","384,41","86,60","16222,65","0,84","10305,23","19219,05","59,94","0,05","125438,12","125,44"
01/08/2025,07:30:00,"223,23","386,65","97,76","18046,31","0,83","12269,86","21822,44","60,04","0,05","126340,44","126,34"
01/08/2025,07:33:00,"221,85","384,25","92,74","17531,72","0,85","10765,16","20573,04","59,97","0,05","127217,02","127,22"
01/08/2025,07:36:00,"221,77","384,12","92,88","17418,25","0,85","10993,64","20597,46","59,99","0,05","128087,94","128,09"
01/08/2025,07:39:00,"221,07","382,91","94,41","17053,51","0,82","12033,07","20871,44","60,15","0,05","128940,61","128,94"
01/08/2025,07:42:00,"220,91","382,63","77,92","15092,01","0,88","8277,11","17212,77","59,87","0,05","129695,21","129,70"
01/08/2025,07:45:00,"221,54","383,72","86,39","16402,60","0,86","9860,57","19138,34","60,00","0,05","130515,34","130,52"
01/08/2025,07:48:00,"222,52","385,41","78,21","14852,17","0,85","9069,26","17402,26","60,10","0,05","131257,95","131,26"
01/08/2025,07:51:00,"223,20","386,60","96,88","17658,88","0,82","12480,51","21624,04","60,18","0,05","132140,90","132,14"
01/08/2025,07:54:00,"222,65","385,65","80,13","15194,39","0,85","9352,07","17841,82","60,01","0,05","132900,62","132,90"
01/08/2025,07:57:00,"223,19","386,58","91,35","17240,37","0,85","10883,09","20388,03","60,10","0,05","133762,63","133,76"
01/08/2025,08:00:00,"222,38","385,18","177,37","35186,93","0,89","17822,73","39443,25","60,01","0,05","135521,98","135,52"
01/08/2025,08:03:00,"221,60","383,82","147,27","29622,12","0,91","13695,05","32634,71","60,02","0,05","137003,09","137,00"
01/08/2025,08:06:00,"222,68","385,68","157,77","31555,23","0,90","15442,14","35131,07","60,02","0,05","138580,85","138,58"
01/08/2025,08:09:00,"222,68","385,70","154,62","31554,00","0,92","13776,86","34430,47","59,70","0,05","140158,55","140,16"
01/08/2025,08:12:00,"223,10","386,42","160,98","31731,75","0,88","16821,33","35914,64","60,16","0,05","141745,13","141,75"
01/08/2025,08:15:00,"222,19","384,85","174,45","34362,57","0,89","17935,17","38761,53","59,92","0,05","143463,26","143,46"
01/08/2025,08:18:00,"222,03","384,57","161,95","32396,49","0,90","15600,53","35957,04","60,01","0,05","145083,09","145,08"
01/08/2025,08:21:00,"221,85","384,25","177,46","35054,09","0,89","17921,21","39369,52","59,98","0,05","146835,79","146,84"
01/08/2025,08:24:00,"223,59","387,26","149,48","31026,91","0,93","12423,22","33421,63","59,98","0,05","148387,14","148,39"
01/08/2025,08:27:00,"222,15","384,78","176,33","35953,61","0,92","15551,11","39172,68","59,95","0,05","150184,82","150,18"
01/08/2025,08:30:00,"223,55","387,20","180,68","35956,24","0,89","18401,73","40391,52","59,83","0,05","151982,63","151,98"
01/08/2025,08:33:00,"222,29","385,01","159,12","31473,38","0,89","16137,30","35369,28","60,09","0,05","153556,30","153,56"
01/08/2025,08:36:00,"223,86","387,73","182,01","36996,71","0,91","17069,37","40744,57","59,95","0,05","155406,13","155,41"
01/08/2025,08:39:00,"221,58","383,79","163,74","32991,06","0,91","15101,25","36283,02","60,11","0,05","157055,69","157,06"
01/08/2025,08:42:00,"219,74","380,60","178,86","35667,63","0,91","16506,40","39301,92","59,96","0,05","158839,07","158,84"
01/08/2025,08:45:00,"220,74","382,33","156,25","31944,94","0,93","13001,31","34489,32","60,09","0,05","160436,32","160,44"
01/08/2025,08:48:00,"223,20","386,59","183,83","36843,51","0,90","18058,14","41030,97","59,94","0,05","162278,49","162,28"
01/08/2025,08:51:00,"223,21","386,61","174,05","35695,83","0,92","15334,71","38850,30","60,06","0,05","164063,28","164,06"
01/08/2025,08:54:00,"223,98","387,95","182,01","36414,49","0,89","18329,22","40767,33","59,96","0,05","165884,01","165,88"
01/08/2025,08:57:00,"222,50","385,38","167,79","33650,11","0,90","16171,07","37334,08","59,93","0,05","167566,51","167,57"
01/08/2025,09:00:00,"222,19","384,84","148,70","30057,37","0,91","13718,49","33040,01","60,05","0,05","169069,38","169,07"
01/08/2025,09:03:00,"222,38","385,18","162,50","32827,95","0,91","15106,51","36136,98","60,05","0,05","170710,78","170,71"
01/08/2025,09:06:00,"221,94","384,41","165,93","32362,35","0,88","17574,05","36826,20","59,95","0,05","172328,90","172,33"
01/08/2025,09:09:00,"222,09","384,67","148,91","30229,92","0,91","13409,93","33070,75","59,88","0,05","173840,39","173,84"
01/08/2025,09:12:00,"222,37","385,16","183,90","36738,11","0,90","17963,42","40894,65","60,01","0,05","175677,30","175,68"
01/08/2025,09:15:00,"223,19","386,58","164,70","33596,56","0,91","14918,37","36759,86","59,92","0,05","177357,13","177,36"
01/08/2025,09:18:00,"221,72","384,03","158,42","32020,02","0,91","14435,38","35123,52","59,99","0,05","178958,13","178,96"
01/08/2025,09:21:00,"222,12","384,73","186,20","36964,90","0,89","18553,84","41359,99","59,92","0,05","180806,37","180,81"
01/08/2025,09:24:00,"223,10","386,41","185,22","37130,20","0,90","18135,30","41322,40","59,95","0,05","182662,88","182,66"
01/08/2025,09:27:00,"221,70","383,99","174,00","35514,31","0,92","15057,76","38574,63","59,89","0,05","184438,60","184,44"
01/08/2025,09:30:00,"221,87","384,29","156,02","30023,72","0,87","17228,58","34615,72","60,07","0,05","185939,78","185,94"
01/08/2025,09:33:00,"220,59","382,08","164,68","32444,77","0,89","16342,11","36328,05","59,95","0,05","187562,02","187,56"
01/08/2025,09:36:00,"221,98","384,47","158,16","32301,73","0,92","13753,94","35108,02","60,02","0,05","189177,11","189,18"
01/08/2025,09:39:00,"221,45","383,56","167,78","34465,70","0,93","13874,26","37153,46","59,99","0,05","190900,39","190,90"
01/08/2025,09:42:00,"222,27","384,98","167,58","34458,99","0,93","14139,77","37247,21","60,09","0,05","192623,34","192,62"
01/08/2025,09:45:00,"222,82","385,93","157,17","30736,85","0,88","16783,56","35020,59","59,96","0,05","194160,19","194,16"
01/08/2025,09:48:00,"220,16","381,33","163,11","31696,03","0,88","16880,74","35910,97","60,14","0,05","195744,99","195,74"
01/08/2025,09:51:00,"221,61","383,85","156,46","31732,88","0,92","13974,82","34673,78","60,00","0,05","197331,63","197,33"
01/08/2025,09:54:00,"221,95","384,42","182,95","36312,67","0,89","18170,03","40604,92","60,05","0,05","199147,26","199,15"
01/08/2025,09:57:00,"220,87","382,56","165,80","33033,90","0,90","15806,31","36620,73","60,07","0,05","200798,96","200,80"
01/08/2025,10:00:00,"224,64","389,08","157,03","32526,47","0,92","13652,54","35275,53","60,00","0,05","202425,28","202,43"
01/08/2025,10:03:00,"222,08","384,66","165,20","33552,29","0,91","14842,21","36688,52","60,02","0,05","204102,90","204,10"
01/08/2025,10:06:00,"221,62","383,86","177,97","34309,33","0,87","19455,01","39441,44","60,04","0,05","205818,36","205,82"
01/08/2025,10:09:00,"225,28","390,20","173,91","35412,02","0,90","16763,33","39179,33","60,10","0,05","207588,97","207,59"
01/08/2025,10:12:00,"222,07","384,63","150,54","29476,55","0,88","15769,18","33429,54","60,15","0,05","209062,79","209,06"
01/08/2025,10:15:00,"222,87","386,02","156,18","31466,73","0,90","14877,37","34806,49","60,00","0,05","210636,13","210,64"
01/08/2025,10:18:00,"223,21","386,61","150,13","30199,24","0,90","14522,85","33509,81","60,01","0,05","212146,09","212,15"
01/08/2025,10:21:00,"222,98","386,21","174,39","34762,69","0,89","17423,11","38884,57","59,99","0,05","213884,23","213,88"
01/08/2025,10:24:00,"223,34","386,84","164,28","33028,18","0,90","15980,17","36690,96","60,03","0,05","215535,63","215,54"
01/08/2025,10:27:00,"222,46","385,31","158,03","31508,20","0,90","15593,84","35155,86","60,08","0,05","217111,04","217,11"
01/08/2025,10:30:00,"222,93","386,12","154,47","30795,96","0,89","15406,80","34434,87","60,17","0,05","218650,84","218,65"
01/08/2025,10:33:00,"222,38","385,17","185,58","35732,37","0,87","20645,90","41268,09","60,11","0,05","220437,46","220,44"
01/08/2025,10:36:00,"221,32","383,34","152,96","29984,31","0,89","15717,73","33854,19","60,08","0,05","221936,68","221,94"
01/08/2025,10:39:00,"222,64","385,62","178,17","35345,28","0,89","18005,80","39667,34","60,00","0,05","223703,94","223,70"
01/08/2025,10:42:00,"224,66","389,13","182,33","36971,08","0,90","17637,59","40962,73","59,91","0,05","225552,49","225,55"
01/08/2025,10:45:00,"225,21","390,07","144,46","29867,59","0,92","12895,95","32532,73","59,96","0,05","227045,87","227,05"
01/08/2025,10:48:00,"221,97","384,46","152,53","30281,73","0,89","15141,63","33856,35","60,06","0,05","228559,96","228,56"
